,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,dominant_topic
510210369,0.0,0.36,0.0,0.0,0.0,0.0,0.13,0.0,0.3,0.0,0.0,0.12,0.04,0.0,0.04,1
510220694,0.0,0.0,0.0,0.0,0.22,0.0,0.16,0.05,0.0,0.0,0.0,0.0,0.19,0.01,0.38,14
510236530,0.0,0.08,0.0,0.03,0.04,0.0,0.42,0.02,0.02,0.0,0.11,0.0,0.27,0.0,0.0,6
510252948,0.03,0.0,0.0,0.0,0.0,0.0,0.48,0.34,0.0,0.08,0.0,0.0,0.0,0.02,0.05,6
510292919,0.31,0.02,0.0,0.0,0.01,0.02,0.06,0.08,0.14,0.06,0.22,0.0,0.0,0.0,0.08,0
510294138,0.0,0.03,0.0,0.1,0.0,0.0,0.26,0.01,0.04,0.01,0.03,0.02,0.02,0.33,0.15,13
510298556,0.0,0.01,0.0,0.18,0.0,0.01,0.45,0.0,0.26,0.0,0.0,0.0,0.02,0.07,0.0,6
510376237,0.0,0.0,0.0,0.0,0.0,0.09,0.3,0.0,0.34,0.0,0.03,0.1,0.06,0.01,0.07,8
510401308,0.01,0.0,0.0,0.0,0.0,0.0,0.23,0.03,0.26,0.0,0.42,0.03,0.0,0.0,0.02,10
510430002,0.0,0.06,0.0,0.0,0.0,0.0,0.04,0.0,0.43,0.0,0.0,0.01,0.35,0.0,0.11,8
510454157,0.0,0.0,0.0,0.0,0.39,0.03,0.37,0.0,0.08,0.0,0.0,0.06,0.06,0.0,0.0,4
510570455,0.0,0.0,0.0,0.0,0.01,0.0,0.07,0.0,0.8,0.06,0.0,0.01,0.0,0.0,0.05,8
520591543,0.0,0.0,0.0,0.21,0.06,0.0,0.29,0.03,0.33,0.0,0.0,0.0,0.06,0.0,0.01,8
520597056,0.0,0.0,0.0,0.55,0.26,0.0,0.1,0.05,0.0,0.0,0.03,0.0,0.0,0.0,0.0,3
520623165,0.41,0.0,0.0,0.08,0.0,0.0,0.24,0.01,0.06,0.03,0.09,0.0,0.01,0.01,0.06,0
520631265,0.0,0.0,0.0,0.01,0.3,0.0,0.52,0.0,0.09,0.0,0.02,0.0,0.07,0.0,0.0,6
520635090,0.0,0.1,0.0,0.5,0.05,0.0,0.12,0.0,0.11,0.05,0.0,0.05,0.0,0.0,0.02,3
520780207,0.0,0.0,0.02,0.0,0.24,0.0,0.41,0.0,0.08,0.0,0.05,0.0,0.0,0.08,0.11,6
520788947,0.0,0.0,0.0,0.02,0.0,0.03,0.05,0.0,0.59,0.02,0.21,0.02,0.02,0.0,0.04,8
520794300,0.0,0.0,0.09,0.15,0.0,0.0,0.3,0.07,0.29,0.07,0.04,0.0,0.0,0.0,0.0,6
520796820,0.0,0.03,0.0,0.0,0.05,0.1,0.22,0.0,0.09,0.0,0.06,0.0,0.14,0.0,0.31,14
520857690,0.0,0.0,0.0,0.11,0.03,0.0,0.49,0.0,0.07,0.01,0.04,0.0,0.01,0.0,0.23,6
520882226,0.0,0.0,0.0,0.04,0.01,0.0,0.24,0.04,0.63,0.0,0.03,0.0,0.0,0.0,0.0,8
520895622,0.01,0.01,0.01,0.0,0.26,0.0,0.08,0.0,0.27,0.01,0.16,0.03,0.16,0.0,0.0,8
520899384,0.0,0.0,0.0,0.15,0.12,0.01,0.26,0.0,0.21,0.06,0.05,0.16,0.0,0.0,0.0,6
520959336,0.0,0.0,0.0,0.0,0.07,0.03,0.2,0.0,0.46,0.0,0.01,0.0,0.11,0.0,0.12,8
520970963,0.0,0.0,0.01,0.13,0.03,0.0,0.32,0.0,0.18,0.03,0.0,0.18,0.01,0.0,0.1,6
520971440,0.0,0.0,0.0,0.03,0.01,0.0,0.57,0.0,0.18,0.0,0.06,0.0,0.0,0.0,0.15,6
520976257,0.0,0.02,0.0,0.02,0.12,0.0,0.24,0.06,0.24,0.03,0.0,0.0,0.26,0.0,0.0,12
521007373,0.0,0.01,0.0,0.42,0.0,0.0,0.31,0.0,0.0,0.05,0.0,0.01,0.0,0.03,0.17,3
521020149,0.0,0.0,0.06,0.05,0.09,0.02,0.37,0.0,0.2,0.0,0.06,0.13,0.0,0.0,0.03,6
521047790,0.0,0.0,0.0,0.52,0.02,0.0,0.23,0.17,0.02,0.0,0.0,0.0,0.0,0.0,0.03,3
521051044,0.0,0.0,0.0,0.0,0.01,0.01,0.24,0.01,0.21,0.0,0.0,0.05,0.36,0.01,0.11,12
521054102,0.0,0.0,0.0,0.32,0.12,0.0,0.4,0.0,0.05,0.1,0.0,0.0,0.0,0.01,0.0,6
521081261,0.0,0.0,0.0,0.0,0.0,0.05,0.17,0.0,0.22,0.31,0.2,0.0,0.0,0.0,0.04,9
521081455,0.0,0.0,0.0,0.0,0.01,0.01,0.17,0.0,0.5,0.09,0.05,0.09,0.01,0.04,0.03,8
521095066,0.0,0.0,0.0,0.0,0.0,0.07,0.3,0.0,0.25,0.07,0.22,0.0,0.0,0.0,0.08,6
521100361,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.0,0.39,0.23,0.25,0.02,0.0,0.0,0.03,8
521105189,0.0,0.0,0.0,0.0,0.18,0.02,0.25,0.0,0.29,0.09,0.03,0.06,0.0,0.0,0.07,8
521110645,0.0,0.0,0.0,0.02,0.26,0.0,0.33,0.0,0.09,0.13,0.12,0.03,0.0,0.0,0.02,6
521118866,0.01,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.24,0.0,0.23,0.14,0.09,0.01,0.11,8
521122122,0.01,0.0,0.03,0.13,0.01,0.0,0.25,0.0,0.05,0.43,0.0,0.08,0.0,0.0,0.0,9
521127259,0.0,0.0,0.0,0.03,0.04,0.01,0.37,0.0,0.09,0.15,0.02,0.07,0.02,0.0,0.2,6
521132262,0.0,0.0,0.0,0.15,0.08,0.0,0.47,0.0,0.08,0.13,0.0,0.02,0.0,0.0,0.05,6
521135690,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.59,0.28,0.0,0.11,0.0,0.0,0.01,0.0,7
521167581,0.0,0.0,0.01,0.06,0.0,0.0,0.19,0.39,0.24,0.03,0.01,0.02,0.0,0.0,0.06,7
521177011,0.0,0.01,0.04,0.0,0.0,0.02,0.22,0.0,0.19,0.05,0.05,0.25,0.0,0.0,0.17,11
521183585,0.0,0.0,0.04,0.02,0.06,0.0,0.36,0.0,0.04,0.0,0.0,0.18,0.29,0.0,0.0,6
521213972,0.0,0.09,0.0,0.0,0.0,0.01,0.09,0.0,0.61,0.04,0.12,0.0,0.0,0.0,0.02,8
521224507,0.03,0.0,0.0,0.05,0.12,0.0,0.03,0.21,0.41,0.08,0.03,0.01,0.0,0.03,0.0,8
521224516,0.0,0.0,0.0,0.06,0.0,0.01,0.09,0.02,0.61,0.09,0.12,0.01,0.0,0.01,0.0,8
521231931,0.0,0.0,0.0,0.22,0.0,0.02,0.04,0.01,0.48,0.02,0.07,0.0,0.02,0.1,0.01,8
521233092,0.0,0.02,0.0,0.11,0.07,0.01,0.05,0.0,0.19,0.0,0.01,0.0,0.08,0.0,0.46,14
521238026,0.0,0.0,0.0,0.0,0.03,0.18,0.09,0.06,0.2,0.18,0.02,0.19,0.01,0.0,0.03,8
521249353,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.0,0.45,0.07,0.19,0.03,0.0,0.0,0.08,8
521256563,0.0,0.05,0.0,0.0,0.0,0.0,0.07,0.01,0.22,0.0,0.05,0.12,0.4,0.0,0.08,12
521257057,0.0,0.0,0.0,0.0,0.0,0.01,0.18,0.0,0.55,0.0,0.19,0.02,0.0,0.0,0.06,8
521265361,0.0,0.0,0.0,0.0,0.04,0.06,0.18,0.0,0.11,0.06,0.05,0.48,0.0,0.0,0.02,11
521283394,0.0,0.16,0.01,0.07,0.0,0.0,0.21,0.02,0.4,0.07,0.04,0.0,0.03,0.0,0.0,8
521285097,0.0,0.0,0.0,0.0,0.02,0.0,0.25,0.0,0.26,0.19,0.27,0.0,0.0,0.0,0.0,10
521289203,0.0,0.0,0.0,0.09,0.05,0.0,0.21,0.31,0.26,0.0,0.01,0.0,0.01,0.0,0.06,7
521299641,0.0,0.0,0.01,0.29,0.0,0.0,0.0,0.0,0.52,0.01,0.14,0.04,0.0,0.0,0.0,8
521306075,0.0,0.0,0.0,0.0,0.01,0.0,0.54,0.0,0.16,0.0,0.0,0.0,0.0,0.1,0.18,6
521309876,0.0,0.02,0.0,0.0,0.0,0.16,0.0,0.0,0.47,0.0,0.09,0.0,0.0,0.0,0.26,8
521322317,0.0,0.04,0.04,0.04,0.0,0.0,0.47,0.0,0.08,0.13,0.0,0.15,0.0,0.0,0.05,6
521331552,0.0,0.0,0.0,0.45,0.0,0.0,0.2,0.01,0.23,0.04,0.01,0.02,0.0,0.0,0.04,3
521336903,0.0,0.01,0.0,0.02,0.0,0.04,0.23,0.0,0.03,0.1,0.0,0.48,0.01,0.0,0.07,11
521342268,0.0,0.05,0.0,0.17,0.2,0.0,0.25,0.0,0.02,0.13,0.01,0.02,0.01,0.06,0.09,6
521351773,0.0,0.02,0.0,0.21,0.0,0.01,0.18,0.0,0.25,0.03,0.02,0.28,0.0,0.0,0.0,11
521367538,0.0,0.0,0.0,0.0,0.14,0.0,0.32,0.14,0.29,0.0,0.03,0.0,0.02,0.0,0.05,6
521375827,0.0,0.0,0.0,0.0,0.0,0.01,0.28,0.0,0.02,0.06,0.01,0.52,0.0,0.0,0.09,11
521379661,0.0,0.0,0.0,0.0,0.02,0.0,0.3,0.0,0.21,0.02,0.37,0.0,0.0,0.0,0.07,10
521381738,0.0,0.0,0.0,0.48,0.02,0.01,0.27,0.08,0.13,0.0,0.0,0.0,0.0,0.0,0.0,3
521384240,0.0,0.0,0.01,0.0,0.04,0.05,0.16,0.04,0.29,0.02,0.34,0.05,0.0,0.0,0.0,10
521388917,0.0,0.0,0.0,0.03,0.0,0.0,0.13,0.01,0.37,0.0,0.39,0.0,0.0,0.0,0.07,10
521429544,0.0,0.0,0.01,0.0,0.0,0.25,0.09,0.0,0.23,0.21,0.04,0.14,0.02,0.0,0.0,5
521434143,0.0,0.0,0.0,0.29,0.03,0.0,0.31,0.0,0.25,0.01,0.0,0.0,0.05,0.05,0.0,6
521438455,0.0,0.0,0.12,0.0,0.28,0.0,0.07,0.0,0.38,0.0,0.11,0.02,0.0,0.01,0.02,8
521440944,0.0,0.01,0.01,0.12,0.16,0.0,0.2,0.02,0.27,0.05,0.0,0.0,0.15,0.0,0.0,8
521446207,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.49,0.01,0.42,0.04,0.0,0.01,0.0,8
521454182,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.38,0.0,0.18,0.0,0.0,0.0,0.1,8
521455677,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.03,0.36,0.0,0.01,0.01,0.08,0.0,0.2,8
521465583,0.0,0.0,0.0,0.09,0.09,0.0,0.2,0.03,0.19,0.0,0.1,0.22,0.03,0.0,0.04,11
521485474,0.01,0.0,0.01,0.48,0.05,0.0,0.33,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.04,3
521485481,0.0,0.1,0.03,0.06,0.03,0.04,0.36,0.03,0.03,0.03,0.02,0.11,0.0,0.0,0.16,6
521500870,0.0,0.0,0.0,0.0,0.02,0.0,0.54,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,6
521516692,0.0,0.0,0.02,0.03,0.03,0.0,0.13,0.0,0.22,0.15,0.3,0.07,0.0,0.01,0.04,10
521526916,0.0,0.0,0.01,0.0,0.0,0.02,0.12,0.02,0.4,0.0,0.4,0.02,0.01,0.0,0.0,8
521549572,0.0,0.0,0.02,0.1,0.0,0.05,0.03,0.0,0.36,0.12,0.16,0.08,0.05,0.0,0.05,8
521555563,0.0,0.0,0.0,0.07,0.04,0.01,0.2,0.01,0.55,0.03,0.02,0.0,0.06,0.01,0.0,8
521557765,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.01,0.24,0.03,0.58,0.0,0.0,0.0,0.02,10
521573446,0.0,0.0,0.01,0.0,0.0,0.0,0.33,0.0,0.1,0.0,0.03,0.06,0.41,0.0,0.04,12
521576352,0.0,0.28,0.0,0.0,0.03,0.02,0.04,0.0,0.24,0.14,0.05,0.0,0.2,0.0,0.0,1
521578289,0.0,0.0,0.04,0.0,0.0,0.0,0.14,0.01,0.4,0.32,0.07,0.03,0.0,0.0,0.0,8
521584936,0.0,0.0,0.0,0.17,0.0,0.01,0.06,0.25,0.36,0.01,0.0,0.0,0.09,0.0,0.05,8
521584951,0.0,0.02,0.0,0.0,0.0,0.01,0.28,0.04,0.31,0.28,0.04,0.0,0.0,0.0,0.02,8
521589700,0.0,0.01,0.0,0.1,0.0,0.0,0.25,0.0,0.22,0.0,0.04,0.0,0.01,0.34,0.02,13
521591162,0.0,0.0,0.0,0.0,0.16,0.0,0.25,0.0,0.2,0.35,0.0,0.04,0.0,0.0,0.0,9
521591381,0.0,0.0,0.0,0.0,0.13,0.0,0.4,0.0,0.0,0.17,0.0,0.0,0.03,0.0,0.28,6
521591461,0.0,0.0,0.0,0.57,0.06,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,3
521614576,0.0,0.02,0.06,0.05,0.02,0.0,0.26,0.0,0.23,0.01,0.05,0.02,0.17,0.01,0.11,6
521617061,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.37,0.01,0.15,0.0,0.0,0.0,0.28,8
521624852,0.0,0.01,0.18,0.01,0.03,0.0,0.09,0.0,0.48,0.02,0.18,0.0,0.0,0.0,0.01,8
521627574,0.0,0.0,0.0,0.0,0.19,0.07,0.1,0.0,0.24,0.28,0.07,0.02,0.0,0.0,0.04,9
521629060,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.01,0.4,0.08,0.0,0.0,0.0,0.0,0.0,6
521633220,0.0,0.0,0.0,0.0,0.01,0.0,0.08,0.0,0.54,0.02,0.34,0.0,0.0,0.0,0.02,8
521633883,0.0,0.0,0.01,0.26,0.03,0.0,0.16,0.0,0.09,0.11,0.33,0.0,0.0,0.01,0.0,10
521638207,0.0,0.0,0.0,0.03,0.13,0.01,0.56,0.0,0.03,0.08,0.0,0.14,0.0,0.0,0.03,6
521644869,0.01,0.0,0.0,0.05,0.02,0.0,0.13,0.18,0.37,0.0,0.19,0.0,0.0,0.0,0.05,8
521648941,0.0,0.0,0.0,0.16,0.0,0.05,0.3,0.2,0.1,0.16,0.0,0.0,0.02,0.0,0.0,6
521648942,0.0,0.0,0.0,0.01,0.0,0.13,0.09,0.02,0.47,0.01,0.04,0.02,0.06,0.0,0.14,8
521655740,0.0,0.0,0.0,0.29,0.08,0.0,0.34,0.0,0.17,0.0,0.0,0.0,0.08,0.0,0.03,6
521660746,0.0,0.0,0.0,0.0,0.04,0.06,0.08,0.01,0.55,0.0,0.25,0.0,0.0,0.0,0.01,8
521662800,0.0,0.0,0.01,0.01,0.0,0.03,0.15,0.0,0.62,0.01,0.05,0.0,0.0,0.01,0.11,8
521666511,0.01,0.0,0.0,0.01,0.04,0.0,0.15,0.02,0.11,0.0,0.51,0.0,0.06,0.01,0.09,10
521694732,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.34,0.24,0.0,0.3,0.02,0.0,0.04,8
521701612,0.0,0.0,0.0,0.0,0.41,0.0,0.29,0.0,0.02,0.0,0.01,0.0,0.1,0.17,0.0,4
521703065,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.2,0.0,0.45,0.06,0.0,0.0,0.14,10
521704978,0.0,0.0,0.01,0.0,0.02,0.01,0.12,0.01,0.22,0.06,0.0,0.55,0.0,0.0,0.0,11
521706646,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.34,0.29,0.14,0.0,0.0,0.0,0.01,8
521714027,0.0,0.0,0.0,0.0,0.03,0.01,0.22,0.03,0.0,0.33,0.03,0.31,0.0,0.0,0.04,9
521730021,0.0,0.01,0.06,0.0,0.0,0.0,0.39,0.0,0.21,0.0,0.03,0.0,0.28,0.0,0.02,6
521739443,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.0,0.27,0.04,0.33,0.08,0.0,0.01,0.07,10
521742079,0.31,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.36,0.0,0.22,0.03,0.0,0.0,0.03,8
521744337,0.0,0.01,0.0,0.06,0.0,0.06,0.12,0.0,0.25,0.0,0.44,0.03,0.01,0.0,0.01,10
521749047,0.0,0.0,0.01,0.0,0.0,0.02,0.34,0.0,0.05,0.07,0.02,0.28,0.01,0.0,0.19,6
521750246,0.0,0.0,0.09,0.04,0.0,0.02,0.19,0.0,0.01,0.19,0.43,0.0,0.0,0.0,0.03,10
521759077,0.13,0.09,0.01,0.01,0.0,0.0,0.49,0.0,0.02,0.0,0.06,0.0,0.05,0.0,0.15,6
521759564,0.0,0.0,0.01,0.0,0.02,0.0,0.34,0.0,0.34,0.0,0.17,0.0,0.09,0.0,0.03,6
521762747,0.0,0.0,0.01,0.01,0.01,0.01,0.2,0.0,0.27,0.05,0.01,0.4,0.0,0.0,0.03,11
521779606,0.0,0.0,0.0,0.0,0.11,0.05,0.03,0.09,0.24,0.0,0.0,0.0,0.28,0.03,0.17,12
521783323,0.04,0.0,0.0,0.0,0.07,0.03,0.29,0.0,0.1,0.0,0.03,0.2,0.0,0.0,0.23,6
521786332,0.0,0.0,0.0,0.0,0.01,0.01,0.2,0.0,0.26,0.01,0.45,0.0,0.0,0.0,0.05,10
521792608,0.0,0.12,0.0,0.0,0.0,0.02,0.12,0.0,0.15,0.0,0.02,0.07,0.08,0.0,0.41,14
521806933,0.0,0.0,0.01,0.0,0.25,0.0,0.09,0.0,0.09,0.01,0.06,0.03,0.12,0.0,0.34,14
521814344,0.0,0.01,0.0,0.0,0.0,0.08,0.17,0.0,0.19,0.0,0.11,0.09,0.01,0.0,0.32,14
521814447,0.0,0.0,0.0,0.0,0.23,0.01,0.17,0.0,0.45,0.01,0.0,0.03,0.1,0.0,0.0,8
521825483,0.0,0.0,0.0,0.15,0.31,0.09,0.08,0.0,0.1,0.0,0.0,0.19,0.0,0.02,0.05,4
521833599,0.0,0.0,0.01,0.07,0.0,0.12,0.04,0.0,0.1,0.04,0.32,0.04,0.01,0.03,0.22,10
521835698,0.0,0.0,0.01,0.13,0.01,0.02,0.08,0.0,0.33,0.07,0.22,0.04,0.06,0.0,0.03,8
521857757,0.0,0.03,0.0,0.0,0.0,0.01,0.06,0.0,0.02,0.0,0.08,0.0,0.04,0.02,0.73,14
521930174,0.0,0.0,0.18,0.02,0.0,0.02,0.05,0.0,0.35,0.0,0.16,0.0,0.07,0.0,0.15,8
521930922,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.26,0.05,0.0,0.0,0.22,8
521935342,0.0,0.0,0.0,0.01,0.0,0.0,0.21,0.0,0.37,0.01,0.3,0.05,0.0,0.0,0.06,8
521938443,0.0,0.0,0.0,0.12,0.12,0.0,0.2,0.01,0.09,0.03,0.0,0.0,0.44,0.0,0.0,12
521969967,0.0,0.0,0.01,0.0,0.06,0.27,0.13,0.0,0.24,0.08,0.17,0.05,0.0,0.0,0.0,5
521970904,0.0,0.0,0.0,0.0,0.19,0.0,0.07,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.34,8
521974611,0.0,0.0,0.0,0.0,0.13,0.01,0.09,0.0,0.37,0.25,0.06,0.08,0.0,0.0,0.0,8
521975211,0.0,0.0,0.03,0.0,0.0,0.03,0.23,0.01,0.14,0.08,0.47,0.0,0.0,0.01,0.0,10
521996467,0.0,0.0,0.0,0.03,0.01,0.01,0.0,0.0,0.42,0.0,0.17,0.02,0.03,0.0,0.31,8
522007028,0.0,0.07,0.0,0.0,0.0,0.0,0.15,0.0,0.22,0.0,0.03,0.0,0.52,0.0,0.0,12
522028612,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.68,0.0,0.0,0.05,0.0,0.06,0.0,8
522031814,0.0,0.0,0.04,0.03,0.0,0.22,0.33,0.01,0.09,0.21,0.0,0.06,0.0,0.0,0.0,6
522033353,0.0,0.0,0.0,0.0,0.12,0.01,0.13,0.0,0.36,0.01,0.12,0.0,0.21,0.0,0.04,8
522057636,0.0,0.01,0.0,0.01,0.12,0.06,0.47,0.01,0.09,0.02,0.01,0.05,0.01,0.0,0.15,6
522100597,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.76,0.0,0.07,0.02,0.0,0.06,0.03,8
522112460,0.0,0.04,0.0,0.0,0.0,0.0,0.14,0.0,0.56,0.24,0.02,0.0,0.0,0.0,0.0,8
522122720,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.0,0.22,0.0,0.0,0.61,0.0,0.0,0.03,11
522151557,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.88,0.05,0.01,0.0,0.0,0.0,0.04,8
522151919,0.0,0.0,0.01,0.03,0.0,0.02,0.44,0.35,0.06,0.01,0.04,0.0,0.0,0.01,0.05,6
522199581,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.0,0.79,0.03,0.05,0.0,0.0,0.01,0.05,8
522211305,0.01,0.0,0.0,0.0,0.0,0.04,0.08,0.01,0.36,0.0,0.37,0.04,0.06,0.01,0.01,10
522225921,0.0,0.02,0.06,0.0,0.0,0.0,0.16,0.0,0.35,0.02,0.3,0.06,0.0,0.0,0.04,8
522234595,0.01,0.0,0.04,0.03,0.25,0.0,0.17,0.0,0.28,0.06,0.06,0.03,0.07,0.0,0.0,8
522241212,0.0,0.0,0.0,0.09,0.0,0.0,0.13,0.0,0.61,0.0,0.13,0.0,0.03,0.0,0.0,8
522272092,0.0,0.0,0.0,0.0,0.36,0.0,0.04,0.0,0.55,0.03,0.01,0.02,0.0,0.0,0.0,8
522275294,0.0,0.0,0.0,0.0,0.03,0.03,0.42,0.0,0.06,0.0,0.02,0.44,0.0,0.0,0.0,11
522279100,0.64,0.0,0.0,0.0,0.0,0.03,0.09,0.0,0.2,0.01,0.0,0.0,0.0,0.0,0.03,0
522310500,0.0,0.01,0.01,0.0,0.42,0.0,0.22,0.0,0.13,0.04,0.06,0.04,0.02,0.0,0.04,4
522347446,0.0,0.0,0.0,0.0,0.26,0.01,0.17,0.0,0.39,0.07,0.01,0.09,0.0,0.0,0.0,8
522351337,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.0,0.57,0.02,0.13,0.07,0.03,0.0,0.06,8
522396428,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.21,0.0,0.0,0.6,0.01,0.0,0.05,11
526001558,0.42,0.04,0.0,0.07,0.04,0.0,0.15,0.02,0.06,0.08,0.1,0.0,0.0,0.01,0.0,0
526012589,0.0,0.0,0.01,0.05,0.0,0.0,0.2,0.0,0.17,0.0,0.08,0.04,0.39,0.0,0.06,12
526037388,0.0,0.0,0.01,0.0,0.02,0.0,0.14,0.0,0.46,0.07,0.14,0.06,0.06,0.03,0.0,8
526057064,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.02,0.0,0.44,0.07,0.05,0.0,0.27,10
526064548,0.0,0.0,0.0,0.0,0.07,0.0,0.25,0.0,0.03,0.01,0.02,0.0,0.55,0.0,0.06,12
526065757,0.0,0.0,0.01,0.0,0.01,0.03,0.18,0.02,0.12,0.01,0.49,0.0,0.06,0.0,0.06,10
526073157,0.0,0.01,0.0,0.0,0.0,0.02,0.19,0.0,0.15,0.0,0.01,0.0,0.07,0.01,0.53,14
530167933,0.0,0.0,0.0,0.0,0.01,0.01,0.12,0.0,0.26,0.0,0.53,0.0,0.0,0.0,0.07,10
530183181,0.01,0.0,0.0,0.0,0.0,0.0,0.12,0.01,0.15,0.06,0.6,0.0,0.0,0.0,0.04,10
530196552,0.01,0.0,0.0,0.16,0.0,0.0,0.35,0.06,0.2,0.0,0.0,0.2,0.0,0.0,0.02,6
530196568,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.0,0.3,0.0,0.2,0.22,0.05,0.0,0.17,8
530196605,0.0,0.0,0.0,0.08,0.0,0.03,0.25,0.03,0.37,0.08,0.02,0.09,0.0,0.0,0.05,8
530204610,0.0,0.0,0.0,0.0,0.16,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.31,6
530204618,0.0,0.0,0.0,0.37,0.01,0.0,0.18,0.0,0.19,0.07,0.04,0.1,0.0,0.04,0.0,3
530205921,0.0,0.0,0.0,0.01,0.13,0.0,0.44,0.0,0.16,0.0,0.0,0.0,0.03,0.0,0.22,6
530210807,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.26,0.0,0.33,0.0,0.0,0.02,0.35,14
530214281,0.0,0.0,0.13,0.05,0.03,0.02,0.34,0.0,0.09,0.01,0.04,0.2,0.02,0.0,0.07,6
530218650,0.01,0.09,0.01,0.57,0.09,0.0,0.0,0.09,0.08,0.01,0.01,0.0,0.03,0.01,0.0,3
530219724,0.32,0.01,0.0,0.07,0.03,0.0,0.19,0.0,0.22,0.04,0.03,0.0,0.02,0.01,0.09,0
530220900,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.01,0.38,0.0,0.34,0.07,0.0,0.0,0.13,8
530225165,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.01,0.12,0.0,0.55,0.0,0.0,0.0,0.07,10
530234290,0.0,0.0,0.0,0.25,0.08,0.0,0.17,0.09,0.1,0.01,0.01,0.0,0.24,0.01,0.04,3
530242652,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.41,0.01,0.48,0.04,0.0,0.0,0.02,10
530246894,0.0,0.01,0.0,0.0,0.01,0.02,0.03,0.0,0.14,0.0,0.01,0.0,0.05,0.0,0.73,14
540568800,0.0,0.0,0.02,0.08,0.0,0.0,0.07,0.0,0.17,0.0,0.24,0.0,0.0,0.0,0.41,14
540603502,0.38,0.06,0.01,0.04,0.04,0.0,0.25,0.0,0.03,0.08,0.01,0.0,0.0,0.0,0.09,0
540618244,0.33,0.01,0.01,0.0,0.0,0.0,0.25,0.1,0.09,0.09,0.05,0.0,0.04,0.0,0.04,0
540718860,0.0,0.0,0.0,0.03,0.14,0.0,0.33,0.01,0.2,0.03,0.0,0.01,0.19,0.0,0.06,6
540761510,0.0,0.0,0.0,0.0,0.2,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,6
540796610,0.43,0.03,0.0,0.13,0.03,0.0,0.19,0.02,0.08,0.05,0.03,0.0,0.0,0.0,0.02,0
540846925,0.02,0.0,0.03,0.01,0.03,0.02,0.11,0.0,0.0,0.01,0.42,0.08,0.0,0.09,0.18,10
540897679,0.0,0.0,0.0,0.11,0.03,0.0,0.44,0.11,0.12,0.0,0.02,0.0,0.0,0.0,0.17,6
540899463,0.0,0.0,0.0,0.32,0.23,0.01,0.3,0.02,0.03,0.06,0.0,0.0,0.02,0.0,0.0,3
540907624,0.0,0.0,0.0,0.16,0.0,0.0,0.11,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,8
541013637,0.0,0.0,0.15,0.0,0.08,0.0,0.29,0.0,0.11,0.05,0.02,0.02,0.08,0.0,0.19,6
541087829,0.0,0.0,0.0,0.36,0.03,0.0,0.3,0.0,0.11,0.18,0.0,0.0,0.0,0.0,0.01,3
541254491,0.0,0.0,0.0,0.0,0.03,0.0,0.18,0.02,0.52,0.02,0.15,0.02,0.01,0.0,0.05,8
541273467,0.0,0.02,0.0,0.02,0.12,0.0,0.09,0.04,0.07,0.0,0.11,0.0,0.16,0.0,0.35,14
