,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,dominant_topic
237112974,0.0,0.0,0.0,0.03,0.21,0.0,0.23,0.0,0.38,0.02,0.0,0.0,0.13,0.0,0.0,8
237113221,0.0,0.0,0.0,0.0,0.12,0.0,0.54,0.0,0.24,0.05,0.0,0.0,0.06,0.0,0.0,6
237113276,0.0,0.0,0.0,0.0,0.06,0.0,0.17,0.0,0.02,0.0,0.01,0.0,0.12,0.0,0.63,14
237120567,0.0,0.0,0.0,0.0,0.0,0.03,0.17,0.0,0.3,0.04,0.42,0.02,0.01,0.0,0.0,10
237122205,0.01,0.02,0.0,0.39,0.0,0.0,0.35,0.18,0.02,0.0,0.03,0.0,0.0,0.0,0.0,3
237123851,0.0,0.0,0.0,0.02,0.0,0.0,0.6,0.0,0.1,0.05,0.01,0.14,0.0,0.0,0.08,6
237124261,0.0,0.0,0.18,0.0,0.01,0.04,0.16,0.0,0.11,0.3,0.01,0.17,0.04,0.0,0.0,9
237124787,0.0,0.24,0.0,0.0,0.0,0.0,0.07,0.04,0.37,0.24,0.0,0.0,0.04,0.0,0.0,8
237131784,0.0,0.0,0.0,0.0,0.05,0.04,0.33,0.0,0.05,0.0,0.4,0.0,0.0,0.0,0.13,10
237135845,0.0,0.0,0.05,0.0,0.0,0.06,0.11,0.01,0.13,0.01,0.02,0.47,0.01,0.0,0.13,11
237146873,0.0,0.0,0.01,0.44,0.29,0.0,0.19,0.0,0.0,0.05,0.01,0.0,0.0,0.0,0.01,3
237147797,0.47,0.0,0.0,0.04,0.0,0.03,0.12,0.0,0.24,0.0,0.07,0.0,0.0,0.0,0.03,0
237149453,0.41,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.0,6
237164967,0.0,0.0,0.0,0.4,0.0,0.0,0.48,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.02,6
237166092,0.0,0.0,0.0,0.1,0.12,0.0,0.5,0.0,0.08,0.03,0.0,0.0,0.17,0.0,0.0,6
237169265,0.0,0.0,0.0,0.01,0.05,0.0,0.0,0.05,0.41,0.01,0.39,0.04,0.01,0.0,0.03,8
237172077,0.01,0.0,0.0,0.04,0.06,0.0,0.48,0.0,0.01,0.18,0.02,0.16,0.0,0.05,0.0,6
237173492,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.47,0.0,0.0,0.0,0.35,0.0,0.08,8
237177264,0.0,0.03,0.01,0.7,0.02,0.0,0.09,0.06,0.04,0.02,0.01,0.0,0.0,0.03,0.0,3
237179787,0.0,0.03,0.0,0.15,0.0,0.0,0.1,0.02,0.57,0.0,0.13,0.0,0.0,0.0,0.0,8
237180620,0.0,0.0,0.0,0.0,0.02,0.0,0.26,0.0,0.28,0.0,0.23,0.0,0.15,0.03,0.04,8
237181560,0.0,0.0,0.13,0.0,0.14,0.0,0.55,0.0,0.04,0.02,0.0,0.0,0.02,0.0,0.11,6
237182593,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.0,0.53,0.0,0.08,0.03,0.0,0.0,0.18,8
237191992,0.0,0.0,0.0,0.0,0.09,0.03,0.14,0.0,0.15,0.11,0.05,0.36,0.0,0.0,0.07,11
237198530,0.0,0.0,0.04,0.0,0.0,0.11,0.38,0.0,0.15,0.13,0.0,0.14,0.0,0.0,0.05,6
237201676,0.0,0.0,0.22,0.0,0.07,0.0,0.4,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.04,6
237202594,0.01,0.0,0.04,0.21,0.0,0.0,0.47,0.06,0.14,0.0,0.01,0.0,0.0,0.01,0.04,6
237203753,0.0,0.0,0.0,0.0,0.0,0.08,0.56,0.0,0.11,0.0,0.01,0.0,0.0,0.0,0.24,6
237208280,0.0,0.0,0.0,0.31,0.02,0.01,0.28,0.13,0.0,0.21,0.01,0.0,0.0,0.01,0.03,3
237209691,0.0,0.0,0.0,0.09,0.15,0.0,0.41,0.0,0.27,0.01,0.0,0.0,0.0,0.0,0.06,6
237225952,0.0,0.0,0.0,0.29,0.04,0.0,0.43,0.05,0.11,0.0,0.0,0.0,0.02,0.0,0.07,6
237235671,0.0,0.0,0.0,0.0,0.25,0.01,0.28,0.0,0.1,0.18,0.08,0.06,0.0,0.01,0.03,6
237252609,0.0,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0.58,0.14,0.07,0.03,0.0,0.01,0.08,8
237257390,0.07,0.0,0.0,0.06,0.22,0.0,0.28,0.02,0.25,0.05,0.02,0.0,0.0,0.02,0.01,6
237260718,0.0,0.0,0.0,0.03,0.09,0.01,0.3,0.0,0.32,0.14,0.03,0.08,0.01,0.0,0.0,8
237275283,0.0,0.01,0.0,0.01,0.0,0.02,0.16,0.16,0.48,0.01,0.02,0.05,0.0,0.0,0.08,8
237278002,0.0,0.04,0.0,0.54,0.1,0.02,0.12,0.08,0.07,0.0,0.02,0.0,0.0,0.0,0.0,3
237281987,0.0,0.59,0.0,0.0,0.0,0.05,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,1
237286159,0.0,0.0,0.01,0.03,0.0,0.0,0.1,0.0,0.19,0.0,0.59,0.01,0.0,0.0,0.07,10
237297651,0.0,0.0,0.03,0.0,0.0,0.0,0.25,0.0,0.48,0.16,0.0,0.07,0.0,0.0,0.0,8
237297770,0.05,0.0,0.0,0.01,0.0,0.0,0.19,0.0,0.54,0.17,0.0,0.0,0.03,0.0,0.01,8
237303117,0.0,0.13,0.0,0.11,0.31,0.0,0.21,0.0,0.05,0.0,0.05,0.0,0.14,0.01,0.0,4
237304205,0.0,0.0,0.01,0.07,0.0,0.02,0.24,0.0,0.35,0.03,0.27,0.0,0.0,0.0,0.0,8
237305963,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.04,0.0,0.41,0.0,0.0,0.02,0.03,6
237306337,0.0,0.0,0.0,0.17,0.0,0.01,0.69,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.1,6
237307276,0.0,0.0,0.0,0.06,0.0,0.01,0.66,0.0,0.1,0.0,0.0,0.0,0.01,0.0,0.14,6
237327730,0.0,0.02,0.0,0.04,0.0,0.03,0.0,0.0,0.31,0.0,0.45,0.07,0.03,0.0,0.06,10
237328374,0.0,0.02,0.12,0.0,0.09,0.0,0.56,0.01,0.02,0.03,0.0,0.0,0.01,0.0,0.15,6
237335592,0.01,0.04,0.0,0.13,0.03,0.01,0.09,0.0,0.33,0.28,0.0,0.0,0.0,0.0,0.07,8
237337229,0.0,0.0,0.0,0.0,0.0,0.07,0.2,0.0,0.2,0.04,0.03,0.43,0.0,0.0,0.03,11
237345952,0.0,0.0,0.0,0.06,0.02,0.0,0.34,0.32,0.09,0.09,0.0,0.0,0.01,0.0,0.08,6
237348277,0.0,0.2,0.0,0.01,0.0,0.0,0.08,0.18,0.35,0.12,0.04,0.0,0.0,0.02,0.0,8
237349380,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.08,0.0,0.07,0.14,0.0,0.0,0.41,14
237355562,0.0,0.0,0.0,0.0,0.02,0.01,0.16,0.0,0.06,0.0,0.0,0.0,0.04,0.01,0.7,14
237359778,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.12,0.0,0.0,0.0,0.0,0.2,0.15,6
237361588,0.0,0.02,0.0,0.01,0.03,0.0,0.06,0.01,0.07,0.0,0.02,0.0,0.12,0.02,0.65,14
237363275,0.0,0.0,0.0,0.0,0.07,0.0,0.22,0.0,0.23,0.05,0.0,0.0,0.07,0.35,0.0,13
237367199,0.51,0.01,0.0,0.03,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.05,0
237375346,0.0,0.0,0.04,0.22,0.13,0.0,0.38,0.0,0.07,0.04,0.0,0.03,0.07,0.02,0.0,6
237380554,0.0,0.13,0.0,0.0,0.0,0.15,0.0,0.0,0.45,0.0,0.15,0.0,0.0,0.0,0.12,8
237386928,0.0,0.0,0.0,0.0,0.01,0.0,0.15,0.0,0.2,0.0,0.0,0.0,0.62,0.0,0.01,12
237400663,0.3,0.0,0.0,0.05,0.0,0.01,0.32,0.0,0.19,0.0,0.02,0.0,0.0,0.02,0.08,6
237416272,0.0,0.0,0.0,0.27,0.0,0.0,0.46,0.02,0.11,0.03,0.03,0.0,0.0,0.05,0.03,6
237417198,0.0,0.44,0.0,0.0,0.0,0.0,0.05,0.01,0.39,0.0,0.0,0.0,0.08,0.0,0.03,1
237417654,0.0,0.0,0.0,0.0,0.04,0.0,0.39,0.42,0.06,0.02,0.0,0.01,0.0,0.0,0.05,7
237420660,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.02,0.38,0.01,0.48,0.02,0.0,0.0,0.02,10
237432162,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.0,0.43,0.0,0.15,0.0,0.02,0.0,0.27,8
237437161,0.01,0.0,0.0,0.05,0.01,0.0,0.2,0.0,0.24,0.0,0.08,0.0,0.1,0.01,0.3,14
237444790,0.0,0.0,0.04,0.24,0.02,0.0,0.3,0.0,0.06,0.28,0.0,0.02,0.01,0.0,0.02,6
237448729,0.0,0.03,0.22,0.0,0.07,0.0,0.29,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.19,6
237449686,0.33,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.08,0.05,0.01,0.0,0.0,0.0,0.11,6
250951565,0.38,0.0,0.0,0.06,0.0,0.0,0.23,0.01,0.13,0.02,0.02,0.02,0.0,0.02,0.1,0
250965280,0.0,0.0,0.0,0.0,0.04,0.0,0.35,0.0,0.08,0.0,0.0,0.01,0.0,0.0,0.53,14
250965383,0.0,0.0,0.0,0.07,0.08,0.0,0.67,0.0,0.03,0.04,0.0,0.0,0.08,0.0,0.03,6
251005187,0.0,0.0,0.0,0.32,0.0,0.0,0.4,0.0,0.25,0.0,0.02,0.0,0.0,0.0,0.0,6
251053485,0.0,0.0,0.0,0.02,0.02,0.0,0.23,0.0,0.04,0.0,0.55,0.0,0.01,0.02,0.1,10
251215290,0.0,0.0,0.0,0.18,0.0,0.0,0.49,0.0,0.04,0.22,0.0,0.0,0.06,0.01,0.0,6
251216330,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.27,0.0,0.0,0.0,0.17,0.01,0.05,1
251264376,0.05,0.0,0.0,0.04,0.1,0.0,0.24,0.0,0.13,0.35,0.02,0.01,0.0,0.0,0.06,9
251298611,0.0,0.26,0.0,0.0,0.0,0.03,0.21,0.0,0.21,0.01,0.01,0.0,0.05,0.0,0.21,1
251306992,0.0,0.01,0.0,0.02,0.05,0.0,0.13,0.0,0.46,0.03,0.02,0.05,0.01,0.0,0.19,8
251420599,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.42,0.14,0.0,0.02,0.0,0.0,0.0,0.05,7
251422682,0.0,0.0,0.0,0.09,0.0,0.0,0.42,0.4,0.07,0.0,0.0,0.0,0.0,0.0,0.03,6
251554580,0.0,0.0,0.0,0.01,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,14
251626784,0.0,0.02,0.0,0.12,0.0,0.0,0.42,0.0,0.18,0.0,0.0,0.0,0.0,0.18,0.07,6
251667146,0.02,0.01,0.0,0.0,0.1,0.0,0.22,0.0,0.03,0.0,0.17,0.03,0.1,0.0,0.33,14
251679348,0.0,0.02,0.02,0.26,0.05,0.0,0.0,0.07,0.51,0.06,0.0,0.0,0.0,0.0,0.0,8
251704582,0.01,0.0,0.0,0.03,0.0,0.0,0.1,0.03,0.53,0.01,0.28,0.01,0.0,0.0,0.01,8
251708231,0.0,0.0,0.0,0.0,0.11,0.03,0.32,0.0,0.05,0.08,0.0,0.35,0.0,0.0,0.06,11
251825116,0.0,0.0,0.0,0.0,0.08,0.12,0.14,0.0,0.0,0.06,0.09,0.12,0.0,0.14,0.24,14
251922851,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.26,0.0,0.02,0.49,0.0,0.01,0.03,11
260058446,0.0,0.0,0.02,0.08,0.0,0.01,0.34,0.0,0.09,0.39,0.0,0.05,0.0,0.0,0.01,9
260086305,0.0,0.0,0.0,0.25,0.06,0.0,0.43,0.0,0.06,0.04,0.0,0.13,0.0,0.0,0.03,6
260295572,0.0,0.0,0.01,0.0,0.12,0.09,0.12,0.0,0.12,0.01,0.01,0.51,0.0,0.0,0.01,11
260352899,0.0,0.0,0.0,0.07,0.05,0.06,0.05,0.34,0.33,0.04,0.04,0.01,0.0,0.0,0.0,7
260354460,0.0,0.2,0.0,0.09,0.13,0.0,0.03,0.08,0.47,0.0,0.0,0.0,0.0,0.0,0.0,8
260416747,0.43,0.1,0.0,0.18,0.05,0.05,0.03,0.0,0.04,0.02,0.0,0.03,0.0,0.0,0.07,0
260587238,0.0,0.0,0.0,0.0,0.19,0.01,0.12,0.0,0.31,0.01,0.0,0.04,0.26,0.0,0.04,8
260642778,0.0,0.0,0.01,0.0,0.01,0.0,0.07,0.05,0.58,0.11,0.01,0.07,0.0,0.0,0.09,8
260770655,0.0,0.0,0.0,0.12,0.0,0.0,0.13,0.0,0.43,0.0,0.0,0.0,0.31,0.0,0.0,8
261150699,0.0,0.06,0.0,0.0,0.0,0.04,0.05,0.0,0.35,0.0,0.37,0.0,0.04,0.01,0.07,10
261250716,0.0,0.0,0.0,0.03,0.0,0.01,0.2,0.01,0.74,0.01,0.0,0.0,0.0,0.0,0.0,8
261410596,0.03,0.1,0.0,0.0,0.0,0.0,0.67,0.0,0.04,0.0,0.03,0.08,0.02,0.0,0.02,6
261441650,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.19,0.0,0.0,0.12,0.0,0.0,0.0,6
261446183,0.0,0.0,0.0,0.16,0.0,0.01,0.52,0.0,0.07,0.05,0.0,0.16,0.0,0.0,0.02,6
261544963,0.0,0.0,0.0,0.0,0.04,0.0,0.16,0.0,0.19,0.0,0.01,0.01,0.49,0.01,0.1,12
261598353,0.0,0.0,0.0,0.01,0.01,0.12,0.08,0.0,0.24,0.11,0.25,0.1,0.01,0.0,0.08,10
261797336,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.33,0.01,0.28,0.1,0.0,0.0,0.13,8
261887249,0.0,0.02,0.01,0.03,0.01,0.01,0.45,0.01,0.35,0.0,0.0,0.0,0.02,0.0,0.08,6
261892969,0.0,0.07,0.01,0.0,0.01,0.15,0.13,0.0,0.21,0.0,0.21,0.0,0.0,0.0,0.21,8
262189665,0.0,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.65,0.01,0.04,0.0,0.0,0.05,0.0,8
262414132,0.03,0.0,0.0,0.04,0.02,0.0,0.1,0.0,0.45,0.29,0.01,0.0,0.02,0.02,0.0,8
271928559,0.0,0.26,0.0,0.0,0.0,0.0,0.08,0.0,0.59,0.0,0.04,0.0,0.0,0.01,0.01,8
273943866,0.02,0.0,0.0,0.0,0.0,0.01,0.13,0.01,0.17,0.03,0.58,0.0,0.01,0.0,0.04,10
300060905,0.0,0.02,0.0,0.21,0.11,0.0,0.18,0.04,0.21,0.14,0.01,0.0,0.01,0.07,0.01,3
300105507,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.13,0.0,0.0,0.0,0.51,0.01,0.04,12
300108263,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.64,0.0,0.0,0.0,0.02,0.0,0.07,8
300108469,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.37,0.0,0.22,0.02,0.01,0.0,0.06,8
300181674,0.0,0.0,0.0,0.06,0.04,0.0,0.08,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,8
300200478,0.0,0.0,0.0,0.17,0.04,0.0,0.21,0.03,0.28,0.08,0.0,0.0,0.16,0.01,0.0,8
300247823,0.01,0.0,0.0,0.03,0.13,0.0,0.19,0.15,0.35,0.11,0.0,0.0,0.0,0.0,0.03,8
300281085,0.0,0.0,0.02,0.15,0.0,0.0,0.34,0.01,0.3,0.02,0.01,0.0,0.02,0.1,0.02,6
300545760,0.0,0.0,0.0,0.03,0.16,0.01,0.14,0.0,0.34,0.31,0.0,0.0,0.0,0.0,0.0,8
310537073,0.59,0.0,0.0,0.05,0.0,0.0,0.26,0.0,0.02,0.02,0.0,0.0,0.0,0.06,0.0,0
310537510,0.0,0.08,0.0,0.28,0.02,0.0,0.35,0.05,0.21,0.0,0.0,0.0,0.0,0.01,0.0,6
310682004,0.01,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.04,6
310805578,0.07,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.32,0.01,0.43,0.0,0.0,0.0,0.03,10
310887133,0.0,0.0,0.0,0.07,0.0,0.01,0.61,0.0,0.0,0.04,0.0,0.09,0.0,0.0,0.18,6
310897638,0.0,0.03,0.0,0.06,0.05,0.0,0.13,0.0,0.03,0.0,0.0,0.03,0.0,0.01,0.66,14
310941103,0.03,0.0,0.0,0.0,0.09,0.0,0.39,0.0,0.01,0.0,0.37,0.04,0.0,0.0,0.07,6
311005792,0.0,0.0,0.0,0.04,0.06,0.0,0.14,0.02,0.15,0.0,0.35,0.0,0.0,0.14,0.12,10
311020010,0.0,0.0,0.0,0.0,0.05,0.0,0.11,0.0,0.0,0.07,0.0,0.73,0.0,0.0,0.04,11
311020198,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.74,0.02,0.0,0.02,0.0,0.0,0.02,0.0,7
311053467,0.0,0.0,0.0,0.17,0.01,0.0,0.58,0.0,0.05,0.0,0.0,0.03,0.0,0.01,0.14,6
311059740,0.02,0.0,0.0,0.18,0.08,0.0,0.12,0.06,0.0,0.43,0.04,0.0,0.04,0.03,0.0,9
311117791,0.0,0.0,0.0,0.01,0.0,0.0,0.46,0.0,0.47,0.0,0.02,0.01,0.0,0.0,0.01,8
311179492,0.01,0.0,0.0,0.28,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.02,4
311261322,0.01,0.02,0.0,0.41,0.02,0.0,0.24,0.1,0.03,0.1,0.02,0.0,0.01,0.01,0.03,3
311348100,0.0,0.11,0.0,0.04,0.0,0.0,0.29,0.19,0.29,0.02,0.01,0.01,0.0,0.0,0.04,6
311356151,0.19,0.05,0.0,0.0,0.28,0.0,0.25,0.0,0.12,0.02,0.06,0.03,0.0,0.0,0.0,4
311437587,0.0,0.0,0.0,0.0,0.09,0.06,0.23,0.17,0.07,0.0,0.0,0.05,0.25,0.0,0.07,12
311438001,0.0,0.0,0.0,0.0,0.0,0.07,0.21,0.0,0.12,0.07,0.03,0.49,0.0,0.0,0.0,11
311440073,0.01,0.18,0.0,0.0,0.29,0.0,0.27,0.02,0.0,0.08,0.0,0.0,0.0,0.0,0.15,4
311496646,0.0,0.0,0.04,0.08,0.27,0.0,0.2,0.01,0.07,0.03,0.0,0.2,0.09,0.01,0.0,4
311524740,0.0,0.27,0.01,0.02,0.21,0.0,0.0,0.0,0.48,0.01,0.0,0.0,0.0,0.0,0.0,8
311545464,0.0,0.02,0.0,0.05,0.08,0.0,0.17,0.0,0.25,0.0,0.0,0.01,0.4,0.0,0.01,12
311580204,0.0,0.0,0.0,0.0,0.02,0.0,0.08,0.02,0.75,0.05,0.05,0.01,0.01,0.01,0.0,8
311583036,0.0,0.0,0.0,0.0,0.08,0.0,0.74,0.0,0.03,0.0,0.0,0.02,0.04,0.0,0.08,6
311594197,0.17,0.0,0.0,0.0,0.02,0.0,0.09,0.01,0.37,0.05,0.25,0.01,0.0,0.0,0.03,8
311597223,0.0,0.0,0.0,0.33,0.0,0.0,0.29,0.0,0.21,0.05,0.0,0.0,0.0,0.0,0.12,3
311600869,0.03,0.0,0.0,0.14,0.03,0.0,0.37,0.16,0.05,0.0,0.0,0.0,0.0,0.14,0.08,6
311603765,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.37,0.1,0.03,0.09,0.14,0.0,0.2,8
311611837,0.0,0.03,0.0,0.0,0.0,0.1,0.13,0.0,0.12,0.0,0.0,0.57,0.0,0.01,0.03,11
311625484,0.16,0.0,0.07,0.08,0.09,0.02,0.2,0.0,0.06,0.1,0.03,0.11,0.03,0.0,0.03,6
311654076,0.0,0.0,0.0,0.03,0.09,0.02,0.0,0.0,0.31,0.0,0.13,0.01,0.38,0.0,0.03,12
311656186,0.0,0.04,0.0,0.5,0.0,0.0,0.31,0.0,0.07,0.0,0.0,0.0,0.05,0.0,0.03,3
311667995,0.0,0.0,0.0,0.0,0.0,0.17,0.04,0.0,0.28,0.05,0.0,0.44,0.01,0.0,0.0,11
311682518,0.0,0.0,0.0,0.0,0.11,0.02,0.19,0.0,0.13,0.01,0.01,0.52,0.0,0.02,0.0,11
311719434,0.0,0.0,0.0,0.1,0.01,0.0,0.24,0.01,0.46,0.0,0.01,0.02,0.05,0.0,0.09,8
311728910,0.0,0.0,0.0,0.12,0.0,0.0,0.38,0.0,0.14,0.01,0.04,0.31,0.0,0.0,0.0,6
311736706,0.0,0.11,0.0,0.0,0.0,0.0,0.18,0.0,0.55,0.01,0.0,0.0,0.07,0.0,0.07,8
311739040,0.0,0.29,0.0,0.0,0.0,0.12,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,1
311777082,0.0,0.0,0.0,0.0,0.0,0.05,0.6,0.09,0.0,0.01,0.0,0.0,0.0,0.11,0.13,6
311781635,0.0,0.08,0.2,0.01,0.0,0.04,0.22,0.09,0.24,0.0,0.0,0.07,0.03,0.01,0.02,8
311794455,0.0,0.0,0.0,0.0,0.21,0.0,0.47,0.0,0.13,0.06,0.01,0.0,0.0,0.01,0.11,6
311811917,0.0,0.17,0.0,0.04,0.18,0.0,0.11,0.06,0.18,0.07,0.0,0.0,0.08,0.07,0.01,4
314379437,0.01,0.0,0.0,0.29,0.0,0.04,0.46,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.12,6
314379496,0.0,0.03,0.0,0.0,0.12,0.0,0.45,0.0,0.02,0.0,0.0,0.0,0.02,0.02,0.34,6
314393712,0.02,0.0,0.0,0.09,0.0,0.0,0.44,0.0,0.42,0.0,0.0,0.0,0.0,0.02,0.0,6
316000101,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.65,14
320017737,0.0,0.0,0.03,0.0,0.45,0.0,0.37,0.0,0.02,0.01,0.0,0.01,0.08,0.0,0.03,4
320033325,0.0,0.0,0.0,0.23,0.09,0.0,0.43,0.02,0.05,0.02,0.0,0.13,0.0,0.03,0.01,6
320060209,0.0,0.0,0.0,0.0,0.1,0.0,0.07,0.0,0.65,0.0,0.0,0.0,0.07,0.0,0.1,8
320067668,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.11,0.0,0.04,0.66,0.01,0.0,0.02,11
320112278,0.0,0.0,0.0,0.0,0.02,0.0,0.08,0.0,0.87,0.0,0.02,0.0,0.0,0.01,0.0,8
320160439,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.09,0.28,0.0,0.49,0.01,0.0,0.0,0.03,10
320237828,0.0,0.0,0.0,0.01,0.03,0.0,0.12,0.0,0.28,0.0,0.04,0.02,0.5,0.0,0.0,12
330036556,0.0,0.0,0.0,0.0,0.05,0.0,0.44,0.0,0.0,0.12,0.0,0.02,0.0,0.25,0.12,6
330047994,0.0,0.0,0.0,0.15,0.09,0.0,0.3,0.02,0.26,0.04,0.01,0.02,0.08,0.03,0.0,6
330051202,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.02,0.0,0.56,0.01,0.0,0.0,0.06,10
330052976,0.0,0.15,0.01,0.0,0.05,0.0,0.17,0.0,0.52,0.0,0.1,0.0,0.0,0.0,0.0,8
330104548,0.0,0.21,0.0,0.0,0.0,0.13,0.05,0.0,0.34,0.01,0.0,0.0,0.02,0.0,0.24,8
330170626,0.0,0.0,0.0,0.0,0.12,0.0,0.23,0.0,0.12,0.3,0.05,0.17,0.01,0.0,0.0,9
330259190,0.0,0.0,0.0,0.16,0.04,0.0,0.14,0.0,0.12,0.03,0.18,0.0,0.0,0.33,0.0,13
330299356,0.0,0.0,0.0,0.09,0.17,0.0,0.09,0.0,0.07,0.0,0.0,0.01,0.4,0.0,0.16,12
330311059,0.0,0.01,0.0,0.03,0.0,0.0,0.24,0.01,0.09,0.0,0.09,0.0,0.0,0.37,0.16,13
330317937,0.0,0.0,0.0,0.0,0.14,0.0,0.28,0.0,0.32,0.03,0.0,0.0,0.22,0.01,0.0,8
330373000,0.0,0.0,0.0,0.0,0.25,0.04,0.37,0.0,0.14,0.0,0.0,0.08,0.09,0.0,0.03,6
330380021,0.0,0.15,0.0,0.0,0.16,0.02,0.42,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.21,6
330412749,0.0,0.0,0.0,0.02,0.0,0.0,0.51,0.39,0.02,0.0,0.01,0.0,0.0,0.01,0.05,6
330414855,0.0,0.0,0.0,0.32,0.26,0.0,0.25,0.0,0.07,0.05,0.01,0.0,0.0,0.0,0.02,3
330416470,0.0,0.01,0.0,0.14,0.02,0.06,0.15,0.0,0.25,0.0,0.03,0.0,0.0,0.34,0.0,13
330417450,0.0,0.19,0.0,0.14,0.02,0.02,0.13,0.0,0.31,0.0,0.0,0.0,0.04,0.0,0.14,8
330418563,0.0,0.0,0.0,0.11,0.2,0.05,0.54,0.01,0.01,0.03,0.0,0.02,0.0,0.0,0.03,6
330421940,0.0,0.2,0.0,0.08,0.0,0.0,0.13,0.0,0.12,0.21,0.0,0.09,0.0,0.03,0.13,9
330430285,0.0,0.09,0.0,0.06,0.16,0.0,0.15,0.01,0.51,0.0,0.01,0.0,0.0,0.0,0.0,8
330434246,0.0,0.02,0.0,0.29,0.02,0.07,0.22,0.17,0.05,0.13,0.02,0.02,0.0,0.0,0.0,3
330576900,0.0,0.0,0.0,0.13,0.01,0.01,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,6
330620415,0.01,0.0,0.0,0.1,0.0,0.0,0.38,0.0,0.44,0.0,0.02,0.01,0.0,0.0,0.03,8
330621826,0.0,0.0,0.0,0.19,0.03,0.0,0.34,0.0,0.04,0.28,0.0,0.0,0.0,0.0,0.11,6
330628775,0.0,0.12,0.0,0.12,0.0,0.0,0.23,0.01,0.23,0.01,0.04,0.0,0.06,0.02,0.17,6
330739596,0.0,0.01,0.11,0.0,0.37,0.0,0.15,0.0,0.16,0.02,0.04,0.1,0.0,0.0,0.03,4
330773524,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.47,0.0,0.44,0.0,0.0,0.02,0.0,8
330777892,0.0,0.0,0.0,0.49,0.02,0.01,0.28,0.01,0.12,0.02,0.03,0.0,0.0,0.0,0.02,3
330786070,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.16,0.0,0.0,0.0,0.05,0.0,0.73,14
330798804,0.0,0.05,0.02,0.01,0.04,0.0,0.13,0.0,0.25,0.0,0.0,0.04,0.36,0.01,0.09,12
330843213,0.0,0.01,0.0,0.01,0.03,0.0,0.16,0.0,0.35,0.0,0.0,0.0,0.42,0.02,0.0,12
330862531,0.0,0.0,0.0,0.0,0.01,0.0,0.56,0.0,0.15,0.0,0.07,0.05,0.06,0.01,0.09,6
330871354,0.0,0.0,0.0,0.17,0.16,0.0,0.29,0.0,0.0,0.0,0.02,0.0,0.36,0.0,0.0,12
330886247,0.0,0.01,0.0,0.02,0.01,0.0,0.1,0.0,0.04,0.0,0.02,0.0,0.76,0.0,0.03,12
