,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,dominant_topic
232657933,0.13,0.01,0.01,0.0,0.0,0.01,0.0,0.02,0.2,0.04,0.0,0.0,0.19,0.31,0.1,13
232687791,0.0,0.06,0.01,0.0,0.0,0.25,0.0,0.23,0.14,0.0,0.16,0.08,0.0,0.0,0.06,5
232713126,0.14,0.06,0.0,0.0,0.0,0.26,0.0,0.01,0.08,0.01,0.15,0.02,0.01,0.09,0.17,5
232728931,0.01,0.0,0.0,0.0,0.0,0.21,0.0,0.6,0.13,0.0,0.01,0.0,0.0,0.0,0.03,7
232838716,0.06,0.0,0.0,0.0,0.0,0.4,0.0,0.09,0.06,0.03,0.01,0.27,0.0,0.08,0.0,5
232876473,0.01,0.0,0.0,0.04,0.55,0.08,0.01,0.19,0.0,0.08,0.0,0.0,0.0,0.0,0.04,4
232900156,0.36,0.0,0.04,0.0,0.0,0.0,0.0,0.3,0.11,0.0,0.0,0.0,0.0,0.19,0.0,0
232931834,0.29,0.08,0.04,0.0,0.0,0.09,0.01,0.17,0.0,0.12,0.0,0.04,0.04,0.0,0.13,0
232944553,0.13,0.0,0.0,0.0,0.0,0.16,0.0,0.24,0.0,0.38,0.0,0.0,0.0,0.09,0.0,9
232964829,0.05,0.0,0.01,0.0,0.0,0.43,0.0,0.18,0.07,0.0,0.01,0.23,0.0,0.0,0.02,5
233005514,0.07,0.03,0.0,0.0,0.0,0.15,0.0,0.21,0.07,0.0,0.04,0.32,0.02,0.05,0.02,11
233017210,0.04,0.06,0.0,0.0,0.01,0.13,0.36,0.19,0.0,0.02,0.05,0.07,0.01,0.05,0.02,6
233042456,0.05,0.0,0.02,0.0,0.0,0.38,0.0,0.0,0.02,0.01,0.34,0.16,0.01,0.0,0.0,5
233078729,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.24,0.49,0.0,0.0,0.0,0.0,0.0,0.22,8
233082851,0.05,0.0,0.0,0.0,0.22,0.55,0.0,0.06,0.0,0.11,0.01,0.0,0.0,0.0,0.0,5
233100128,0.11,0.0,0.0,0.01,0.05,0.36,0.01,0.19,0.05,0.07,0.05,0.0,0.0,0.0,0.09,5
236050131,0.0,0.0,0.0,0.0,0.02,0.38,0.0,0.11,0.25,0.0,0.19,0.01,0.0,0.01,0.03,5
236393344,0.09,0.04,0.0,0.01,0.0,0.14,0.0,0.11,0.0,0.15,0.15,0.21,0.01,0.03,0.06,11
237000150,0.02,0.0,0.0,0.0,0.02,0.2,0.0,0.06,0.05,0.02,0.26,0.01,0.0,0.29,0.05,13
237018176,0.12,0.01,0.01,0.0,0.0,0.02,0.49,0.16,0.0,0.12,0.0,0.01,0.0,0.04,0.01,6
237019679,0.49,0.0,0.0,0.0,0.0,0.17,0.0,0.16,0.0,0.0,0.02,0.0,0.05,0.11,0.0,0
237039993,0.22,0.13,0.05,0.0,0.0,0.14,0.0,0.0,0.12,0.03,0.0,0.0,0.05,0.0,0.26,14
237042291,0.0,0.11,0.04,0.0,0.0,0.31,0.01,0.19,0.06,0.0,0.0,0.12,0.03,0.02,0.11,5
237060561,0.0,0.0,0.0,0.0,0.01,0.12,0.0,0.71,0.06,0.0,0.01,0.01,0.0,0.08,0.0,7
237061916,0.66,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.0,0.0,0.0,0.04,0.0,0.0,0.15,0
237064937,0.05,0.05,0.02,0.0,0.0,0.37,0.0,0.21,0.0,0.0,0.03,0.13,0.02,0.13,0.0,5
237069110,0.0,0.0,0.0,0.0,0.01,0.38,0.0,0.12,0.0,0.0,0.17,0.0,0.03,0.28,0.0,5
237076465,0.12,0.0,0.03,0.0,0.0,0.16,0.01,0.22,0.31,0.0,0.0,0.0,0.01,0.03,0.12,8
237083534,0.15,0.0,0.01,0.0,0.0,0.0,0.0,0.43,0.01,0.0,0.0,0.0,0.1,0.29,0.0,7
237086643,0.05,0.0,0.48,0.0,0.0,0.15,0.0,0.15,0.07,0.0,0.0,0.0,0.0,0.01,0.08,2
237087774,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.19,0.53,0.0,0.04,0.0,0.0,0.22,0.0,8
237087997,0.02,0.16,0.0,0.0,0.0,0.1,0.0,0.12,0.01,0.25,0.01,0.04,0.04,0.18,0.07,9
237088427,0.68,0.12,0.0,0.0,0.0,0.04,0.0,0.13,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0
237098123,0.55,0.01,0.01,0.0,0.0,0.03,0.0,0.19,0.01,0.07,0.0,0.0,0.02,0.1,0.0,0
237103042,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.18,0.04,0.0,0.29,0.06,0.0,0.25,0.07,10
237110058,0.01,0.01,0.07,0.0,0.03,0.42,0.0,0.41,0.01,0.0,0.04,0.0,0.0,0.0,0.0,5
237110635,0.34,0.0,0.0,0.0,0.02,0.0,0.0,0.4,0.0,0.17,0.0,0.03,0.0,0.0,0.04,7
237112560,0.0,0.0,0.0,0.0,0.0,0.56,0.03,0.13,0.0,0.0,0.03,0.18,0.06,0.0,0.0,5
237112974,0.09,0.0,0.0,0.0,0.0,0.33,0.0,0.07,0.16,0.02,0.0,0.0,0.0,0.19,0.14,5
237113221,0.03,0.02,0.0,0.0,0.0,0.08,0.0,0.12,0.06,0.04,0.0,0.0,0.0,0.56,0.09,13
237113276,0.02,0.0,0.38,0.0,0.01,0.27,0.0,0.13,0.05,0.0,0.0,0.0,0.0,0.0,0.14,2
237120567,0.01,0.06,0.0,0.02,0.05,0.07,0.0,0.16,0.0,0.04,0.16,0.23,0.0,0.17,0.01,11
237122205,0.33,0.0,0.0,0.0,0.04,0.05,0.0,0.22,0.0,0.02,0.01,0.0,0.22,0.11,0.0,0
237123851,0.01,0.0,0.0,0.0,0.03,0.09,0.0,0.67,0.0,0.1,0.04,0.0,0.0,0.05,0.0,7
237124261,0.02,0.0,0.0,0.0,0.25,0.11,0.0,0.08,0.02,0.42,0.04,0.0,0.0,0.05,0.02,9
237124787,0.01,0.11,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.41,0.0,0.3,0.0,0.04,0.0,9
237131784,0.02,0.06,0.27,0.0,0.0,0.31,0.0,0.25,0.0,0.0,0.03,0.04,0.0,0.0,0.02,5
237135845,0.0,0.0,0.02,0.03,0.37,0.23,0.0,0.17,0.01,0.13,0.01,0.02,0.0,0.0,0.01,4
237146873,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0
237147797,0.0,0.01,0.0,0.02,0.0,0.23,0.5,0.08,0.0,0.03,0.05,0.08,0.0,0.0,0.0,6
237149453,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.35,0.0,0.09,0.0,0.0,0.0,0.05,0.02,6
237164967,0.43,0.0,0.0,0.0,0.0,0.03,0.0,0.37,0.0,0.06,0.01,0.0,0.0,0.1,0.0,0
237166092,0.09,0.0,0.01,0.0,0.0,0.0,0.0,0.04,0.12,0.04,0.0,0.0,0.0,0.52,0.17,13
237169265,0.0,0.34,0.01,0.0,0.02,0.26,0.0,0.05,0.0,0.03,0.0,0.14,0.03,0.09,0.03,1
237172077,0.21,0.01,0.0,0.0,0.04,0.0,0.04,0.53,0.06,0.06,0.05,0.0,0.0,0.0,0.0,7
237173492,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.11,0.5,0.0,0.0,0.01,0.0,0.0,0.0,8
237177264,0.72,0.04,0.0,0.0,0.01,0.01,0.05,0.07,0.0,0.0,0.01,0.01,0.07,0.03,0.0,0
237179787,0.1,0.03,0.0,0.0,0.0,0.31,0.0,0.08,0.0,0.0,0.13,0.04,0.02,0.27,0.0,5
237180620,0.0,0.05,0.0,0.0,0.0,0.29,0.0,0.18,0.13,0.0,0.1,0.08,0.0,0.11,0.05,5
237181560,0.0,0.03,0.0,0.0,0.0,0.14,0.0,0.44,0.04,0.02,0.0,0.0,0.09,0.06,0.18,7
237182593,0.0,0.06,0.08,0.0,0.02,0.32,0.0,0.14,0.0,0.01,0.17,0.15,0.0,0.04,0.02,5
237191992,0.02,0.0,0.0,0.0,0.22,0.22,0.0,0.06,0.02,0.29,0.09,0.0,0.0,0.0,0.09,9
237198530,0.01,0.0,0.0,0.0,0.07,0.26,0.0,0.27,0.0,0.34,0.04,0.0,0.0,0.0,0.0,9
237201676,0.0,0.0,0.01,0.0,0.0,0.4,0.0,0.29,0.01,0.0,0.02,0.01,0.13,0.0,0.14,5
237202594,0.26,0.01,0.0,0.0,0.0,0.19,0.01,0.35,0.0,0.0,0.0,0.02,0.08,0.08,0.0,7
237203753,0.01,0.0,0.0,0.0,0.0,0.29,0.0,0.59,0.01,0.01,0.01,0.01,0.0,0.05,0.04,7
237208280,0.35,0.0,0.0,0.0,0.0,0.03,0.0,0.21,0.01,0.2,0.01,0.0,0.14,0.04,0.0,0
237209691,0.22,0.0,0.01,0.0,0.0,0.24,0.0,0.28,0.02,0.0,0.02,0.0,0.0,0.16,0.04,7
237225952,0.26,0.0,0.0,0.0,0.0,0.14,0.0,0.39,0.02,0.0,0.0,0.0,0.08,0.1,0.0,7
237235671,0.23,0.0,0.0,0.0,0.01,0.12,0.0,0.2,0.0,0.05,0.18,0.0,0.0,0.02,0.2,0
237252609,0.04,0.0,0.0,0.0,0.0,0.21,0.0,0.05,0.0,0.03,0.44,0.0,0.0,0.2,0.02,10
237257390,0.19,0.03,0.0,0.0,0.0,0.2,0.06,0.18,0.0,0.1,0.03,0.0,0.02,0.02,0.18,5
237260718,0.15,0.19,0.0,0.0,0.08,0.11,0.0,0.29,0.0,0.08,0.01,0.01,0.0,0.0,0.09,7
237275283,0.0,0.11,0.0,0.0,0.02,0.45,0.0,0.19,0.0,0.03,0.0,0.05,0.1,0.03,0.01,5
237278002,0.6,0.0,0.0,0.01,0.0,0.07,0.01,0.1,0.01,0.0,0.0,0.05,0.08,0.07,0.0,0
237281987,0.02,0.0,0.0,0.0,0.0,0.12,0.0,0.1,0.0,0.0,0.0,0.64,0.0,0.0,0.12,11
237286159,0.01,0.16,0.0,0.0,0.0,0.31,0.0,0.09,0.0,0.0,0.07,0.29,0.0,0.05,0.01,5
237297651,0.0,0.01,0.0,0.01,0.0,0.31,0.0,0.19,0.0,0.33,0.02,0.03,0.0,0.1,0.0,9
237297770,0.01,0.11,0.0,0.0,0.0,0.18,0.0,0.17,0.04,0.43,0.02,0.0,0.0,0.01,0.03,9
237303117,0.27,0.0,0.0,0.01,0.0,0.07,0.0,0.0,0.23,0.0,0.04,0.13,0.01,0.03,0.21,0
237304205,0.04,0.0,0.01,0.02,0.0,0.12,0.0,0.19,0.0,0.0,0.35,0.02,0.0,0.26,0.0,10
237305963,0.0,0.11,0.0,0.0,0.0,0.13,0.0,0.45,0.0,0.0,0.15,0.14,0.0,0.02,0.0,7
237306337,0.16,0.0,0.0,0.0,0.0,0.09,0.0,0.65,0.0,0.02,0.0,0.0,0.0,0.05,0.02,7
237307276,0.04,0.0,0.0,0.0,0.0,0.27,0.0,0.63,0.02,0.0,0.01,0.0,0.0,0.04,0.0,7
237327730,0.0,0.03,0.04,0.0,0.03,0.21,0.0,0.1,0.01,0.02,0.38,0.11,0.01,0.05,0.01,10
237328374,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.64,0.04,0.01,0.04,0.0,0.1,0.0,0.06,7
237335592,0.29,0.0,0.01,0.0,0.0,0.25,0.02,0.13,0.0,0.17,0.12,0.01,0.0,0.0,0.0,0
237337229,0.01,0.0,0.0,0.01,0.32,0.3,0.0,0.14,0.0,0.16,0.06,0.0,0.0,0.0,0.0,4
237345952,0.08,0.0,0.0,0.0,0.0,0.12,0.0,0.3,0.0,0.08,0.01,0.0,0.32,0.05,0.03,12
237348277,0.05,0.22,0.0,0.0,0.0,0.02,0.0,0.14,0.0,0.15,0.0,0.29,0.12,0.01,0.0,11
237349380,0.0,0.06,0.07,0.0,0.0,0.17,0.0,0.65,0.0,0.01,0.03,0.0,0.0,0.0,0.0,7
237355562,0.0,0.0,0.44,0.0,0.0,0.22,0.0,0.28,0.01,0.0,0.0,0.0,0.0,0.0,0.05,2
237359778,0.0,0.15,0.0,0.0,0.0,0.31,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.01,0.0,7
237361588,0.02,0.01,0.46,0.0,0.0,0.12,0.0,0.16,0.03,0.0,0.01,0.08,0.0,0.0,0.12,2
237363275,0.05,0.0,0.0,0.0,0.0,0.27,0.0,0.1,0.38,0.0,0.06,0.0,0.0,0.14,0.01,8
237367199,0.02,0.0,0.01,0.0,0.0,0.06,0.59,0.08,0.12,0.01,0.0,0.0,0.01,0.0,0.11,6
237375346,0.21,0.0,0.0,0.0,0.02,0.0,0.0,0.06,0.11,0.04,0.0,0.0,0.0,0.5,0.06,13
237380554,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.37,0.17,0.0,0.0,0.01,5
237386928,0.02,0.0,0.0,0.0,0.0,0.18,0.0,0.13,0.65,0.0,0.0,0.0,0.0,0.02,0.0,8
237400663,0.02,0.03,0.0,0.0,0.0,0.2,0.36,0.26,0.0,0.0,0.0,0.0,0.0,0.14,0.0,6
237416272,0.23,0.01,0.0,0.0,0.0,0.14,0.0,0.36,0.0,0.01,0.01,0.0,0.02,0.21,0.0,7
237417198,0.0,0.01,0.0,0.01,0.0,0.22,0.0,0.08,0.05,0.0,0.0,0.55,0.01,0.0,0.06,11
237417654,0.0,0.0,0.0,0.0,0.01,0.2,0.0,0.29,0.0,0.04,0.0,0.0,0.44,0.0,0.02,12
237420660,0.0,0.05,0.0,0.0,0.02,0.23,0.0,0.06,0.0,0.02,0.32,0.21,0.02,0.06,0.0,10
237432162,0.0,0.0,0.04,0.0,0.0,0.61,0.0,0.13,0.0,0.0,0.21,0.0,0.0,0.0,0.01,5
237437161,0.0,0.0,0.07,0.0,0.0,0.31,0.01,0.32,0.08,0.01,0.02,0.07,0.0,0.09,0.0,7
237444790,0.41,0.0,0.0,0.0,0.0,0.06,0.0,0.28,0.01,0.23,0.0,0.0,0.0,0.0,0.01,0
237448729,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.31,0.0,0.01,0.0,0.1,0.11,0.02,0.1,5
237449686,0.01,0.0,0.01,0.0,0.0,0.17,0.39,0.33,0.0,0.06,0.0,0.01,0.0,0.0,0.0,6
250951565,0.02,0.01,0.02,0.0,0.0,0.12,0.42,0.22,0.0,0.08,0.02,0.01,0.01,0.04,0.03,6
250965280,0.0,0.0,0.22,0.0,0.02,0.31,0.01,0.4,0.0,0.0,0.0,0.0,0.0,0.02,0.03,7
250965383,0.14,0.0,0.0,0.0,0.0,0.06,0.01,0.28,0.04,0.03,0.0,0.0,0.0,0.34,0.1,13
251005187,0.16,0.0,0.0,0.0,0.0,0.1,0.0,0.09,0.0,0.0,0.03,0.01,0.0,0.62,0.0,13
251053485,0.03,0.37,0.07,0.0,0.01,0.25,0.0,0.08,0.01,0.0,0.01,0.16,0.0,0.01,0.01,1
251215290,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.54,0.08,13
251216330,0.03,0.0,0.0,0.0,0.0,0.23,0.0,0.21,0.22,0.0,0.0,0.31,0.0,0.0,0.0,11
251264376,0.54,0.0,0.0,0.0,0.0,0.16,0.0,0.13,0.0,0.0,0.09,0.03,0.0,0.04,0.0,0
251298611,0.0,0.0,0.05,0.01,0.0,0.26,0.0,0.27,0.03,0.01,0.01,0.33,0.0,0.0,0.03,11
251306992,0.06,0.04,0.08,0.0,0.03,0.33,0.0,0.14,0.0,0.0,0.03,0.02,0.0,0.24,0.04,5
251420599,0.01,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.01,0.01,0.43,0.05,0.01,12
251422682,0.02,0.0,0.0,0.0,0.0,0.08,0.0,0.41,0.0,0.02,0.0,0.02,0.41,0.05,0.0,7
251554580,0.0,0.0,0.25,0.0,0.0,0.1,0.0,0.61,0.0,0.0,0.01,0.0,0.0,0.03,0.0,7
251626784,0.0,0.23,0.02,0.0,0.0,0.0,0.0,0.53,0.0,0.02,0.0,0.0,0.0,0.2,0.0,7
251667146,0.0,0.1,0.13,0.0,0.03,0.12,0.03,0.28,0.02,0.0,0.0,0.02,0.0,0.04,0.24,7
251679348,0.3,0.11,0.0,0.01,0.0,0.15,0.0,0.09,0.0,0.13,0.02,0.04,0.05,0.08,0.0,0
251704582,0.0,0.37,0.0,0.0,0.01,0.26,0.01,0.04,0.0,0.0,0.0,0.15,0.01,0.14,0.0,1
251708231,0.0,0.0,0.01,0.0,0.18,0.1,0.0,0.41,0.0,0.25,0.0,0.0,0.0,0.0,0.04,7
251825116,0.08,0.0,0.0,0.0,0.27,0.0,0.0,0.26,0.11,0.09,0.03,0.12,0.0,0.0,0.04,4
251922851,0.0,0.0,0.0,0.0,0.24,0.26,0.0,0.19,0.0,0.27,0.01,0.0,0.0,0.02,0.0,9
260058446,0.15,0.0,0.0,0.0,0.01,0.11,0.0,0.29,0.0,0.38,0.06,0.0,0.0,0.0,0.0,9
260086305,0.27,0.01,0.0,0.0,0.01,0.06,0.0,0.51,0.0,0.08,0.0,0.0,0.0,0.05,0.01,7
260295572,0.01,0.0,0.0,0.01,0.41,0.05,0.0,0.14,0.0,0.22,0.01,0.0,0.0,0.04,0.11,4
260352899,0.01,0.0,0.0,0.0,0.0,0.09,0.0,0.01,0.03,0.13,0.09,0.01,0.34,0.28,0.0,12
260354460,0.25,0.02,0.0,0.0,0.0,0.18,0.0,0.08,0.0,0.0,0.07,0.24,0.08,0.03,0.05,0
260416747,0.1,0.01,0.0,0.0,0.0,0.05,0.52,0.13,0.0,0.03,0.06,0.09,0.0,0.0,0.0,6
260587238,0.03,0.0,0.0,0.0,0.02,0.28,0.0,0.11,0.11,0.03,0.03,0.01,0.0,0.02,0.36,14
260642778,0.01,0.05,0.02,0.0,0.01,0.44,0.0,0.08,0.0,0.24,0.0,0.01,0.04,0.1,0.01,5
260770655,0.17,0.01,0.0,0.0,0.0,0.25,0.0,0.08,0.33,0.01,0.0,0.05,0.0,0.1,0.0,8
261150699,0.02,0.02,0.01,0.0,0.03,0.2,0.0,0.09,0.04,0.0,0.24,0.32,0.0,0.03,0.0,11
261250716,0.01,0.08,0.0,0.0,0.0,0.28,0.0,0.19,0.0,0.07,0.0,0.09,0.0,0.26,0.02,5
261410596,0.0,0.05,0.0,0.01,0.0,0.02,0.0,0.81,0.04,0.0,0.0,0.07,0.0,0.0,0.0,7
261441650,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.12,0.0,7
261446183,0.07,0.0,0.0,0.0,0.0,0.11,0.0,0.71,0.0,0.04,0.0,0.0,0.0,0.07,0.0,7
261544963,0.01,0.0,0.0,0.02,0.01,0.29,0.0,0.12,0.37,0.0,0.01,0.03,0.0,0.0,0.15,8
261598353,0.03,0.0,0.01,0.0,0.13,0.29,0.0,0.07,0.0,0.02,0.42,0.0,0.0,0.0,0.03,10
261797336,0.0,0.05,0.01,0.0,0.1,0.47,0.0,0.01,0.0,0.02,0.16,0.16,0.0,0.0,0.02,5
261887249,0.02,0.0,0.0,0.0,0.01,0.19,0.01,0.48,0.03,0.0,0.04,0.05,0.01,0.15,0.01,7
261892969,0.02,0.05,0.0,0.0,0.0,0.51,0.0,0.18,0.0,0.0,0.1,0.12,0.0,0.0,0.01,5
262189665,0.09,0.25,0.0,0.0,0.0,0.23,0.0,0.16,0.0,0.0,0.01,0.04,0.0,0.19,0.03,1
262414132,0.06,0.2,0.0,0.0,0.0,0.04,0.0,0.1,0.04,0.38,0.07,0.04,0.0,0.06,0.02,9
271928559,0.0,0.06,0.0,0.0,0.0,0.22,0.01,0.18,0.0,0.0,0.02,0.5,0.0,0.0,0.0,11
273943866,0.0,0.26,0.02,0.0,0.03,0.09,0.02,0.12,0.0,0.0,0.25,0.14,0.0,0.06,0.0,1
300060905,0.32,0.05,0.0,0.0,0.0,0.05,0.01,0.17,0.07,0.11,0.01,0.07,0.04,0.05,0.05,0
300105507,0.02,0.0,0.0,0.0,0.0,0.31,0.0,0.1,0.55,0.0,0.0,0.01,0.0,0.0,0.01,8
300108263,0.0,0.02,0.0,0.0,0.0,0.52,0.0,0.19,0.0,0.03,0.0,0.0,0.0,0.23,0.0,5
300108469,0.0,0.28,0.0,0.0,0.02,0.34,0.0,0.34,0.01,0.0,0.02,0.0,0.0,0.0,0.0,5
300181674,0.03,0.25,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.33,0.01,13
300200478,0.12,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.09,0.0,0.0,0.03,0.45,0.05,13
300247823,0.09,0.12,0.0,0.0,0.0,0.08,0.01,0.25,0.0,0.21,0.0,0.06,0.08,0.0,0.09,7
300281085,0.17,0.1,0.0,0.0,0.0,0.18,0.0,0.3,0.01,0.0,0.02,0.01,0.02,0.17,0.03,7
300545760,0.21,0.0,0.0,0.0,0.0,0.24,0.0,0.03,0.07,0.34,0.04,0.01,0.0,0.04,0.02,9
310537073,0.04,0.0,0.0,0.0,0.0,0.04,0.62,0.26,0.0,0.0,0.01,0.02,0.0,0.0,0.0,6
310537510,0.19,0.01,0.0,0.0,0.01,0.0,0.0,0.48,0.0,0.0,0.05,0.08,0.02,0.16,0.0,7
310682004,0.0,0.0,0.0,0.0,0.01,0.16,0.0,0.41,0.0,0.03,0.0,0.0,0.0,0.39,0.0,7
310805578,0.0,0.05,0.0,0.0,0.07,0.35,0.01,0.1,0.01,0.0,0.2,0.19,0.0,0.0,0.0,5
310887133,0.0,0.01,0.02,0.0,0.02,0.12,0.0,0.63,0.0,0.11,0.0,0.0,0.0,0.09,0.0,7
310897638,0.04,0.0,0.43,0.0,0.02,0.17,0.0,0.2,0.0,0.04,0.0,0.0,0.0,0.04,0.05,2
310941103,0.0,0.02,0.0,0.0,0.05,0.0,0.03,0.47,0.01,0.0,0.25,0.07,0.0,0.0,0.1,7
311005792,0.17,0.2,0.07,0.0,0.02,0.18,0.0,0.07,0.04,0.0,0.02,0.18,0.01,0.05,0.0,1
311020010,0.02,0.0,0.0,0.0,0.56,0.03,0.0,0.22,0.03,0.14,0.0,0.0,0.0,0.0,0.0,4
311020198,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.15,0.0,0.0,0.0,0.02,0.77,0.03,0.0,12
311053467,0.03,0.02,0.0,0.0,0.0,0.07,0.0,0.83,0.0,0.03,0.0,0.0,0.0,0.0,0.02,7
311059740,0.49,0.0,0.0,0.0,0.06,0.0,0.02,0.07,0.07,0.18,0.11,0.0,0.0,0.0,0.0,0
311117791,0.0,0.01,0.0,0.0,0.0,0.36,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.39,0.01,13
311179492,0.36,0.0,0.02,0.0,0.01,0.0,0.0,0.07,0.1,0.0,0.0,0.0,0.0,0.04,0.4,14
311261322,0.43,0.0,0.02,0.0,0.03,0.02,0.08,0.19,0.02,0.0,0.02,0.01,0.14,0.05,0.0,0
311348100,0.09,0.04,0.01,0.0,0.01,0.09,0.0,0.31,0.02,0.04,0.0,0.21,0.13,0.04,0.0,7
311356151,0.07,0.0,0.0,0.0,0.0,0.14,0.24,0.22,0.0,0.0,0.06,0.03,0.0,0.0,0.25,14
311437587,0.0,0.0,0.0,0.0,0.02,0.13,0.0,0.2,0.07,0.02,0.04,0.0,0.15,0.03,0.34,14
311438001,0.0,0.0,0.0,0.01,0.36,0.17,0.0,0.15,0.0,0.21,0.1,0.0,0.0,0.0,0.0,4
311440073,0.0,0.0,0.07,0.0,0.01,0.07,0.0,0.48,0.0,0.09,0.0,0.06,0.02,0.0,0.2,7
311496646,0.17,0.01,0.0,0.0,0.06,0.12,0.06,0.11,0.06,0.13,0.0,0.0,0.01,0.02,0.25,14
311524740,0.03,0.0,0.0,0.0,0.0,0.22,0.0,0.07,0.22,0.01,0.0,0.38,0.0,0.05,0.02,11
311545464,0.08,0.06,0.0,0.0,0.01,0.07,0.0,0.12,0.21,0.0,0.0,0.03,0.0,0.08,0.34,14
311580204,0.0,0.08,0.0,0.0,0.0,0.34,0.0,0.08,0.01,0.12,0.02,0.08,0.01,0.23,0.03,5
311583036,0.0,0.0,0.0,0.0,0.02,0.16,0.01,0.6,0.04,0.0,0.0,0.01,0.0,0.03,0.14,7
311594197,0.01,0.21,0.0,0.0,0.0,0.2,0.17,0.07,0.0,0.05,0.16,0.08,0.01,0.0,0.03,1
311597223,0.36,0.01,0.0,0.0,0.0,0.29,0.0,0.21,0.0,0.0,0.01,0.0,0.0,0.13,0.0,0
311600869,0.34,0.0,0.0,0.0,0.04,0.07,0.0,0.3,0.0,0.01,0.0,0.0,0.13,0.12,0.0,0
311603765,0.0,0.0,0.03,0.0,0.07,0.34,0.0,0.05,0.12,0.17,0.09,0.02,0.0,0.0,0.1,5
311611837,0.0,0.02,0.02,0.0,0.48,0.13,0.0,0.17,0.01,0.16,0.0,0.0,0.0,0.0,0.0,4
311625484,0.17,0.0,0.01,0.01,0.02,0.05,0.18,0.19,0.01,0.14,0.04,0.02,0.0,0.0,0.16,7
311654076,0.04,0.02,0.0,0.0,0.0,0.36,0.0,0.01,0.19,0.0,0.03,0.04,0.0,0.04,0.27,5
311656186,0.26,0.0,0.0,0.0,0.02,0.05,0.0,0.32,0.11,0.01,0.0,0.0,0.0,0.23,0.0,7
311667995,0.0,0.0,0.0,0.0,0.43,0.19,0.0,0.06,0.02,0.27,0.0,0.0,0.0,0.02,0.0,4
311682518,0.02,0.0,0.0,0.0,0.27,0.19,0.0,0.16,0.0,0.26,0.01,0.0,0.01,0.0,0.08,4
311719434,0.02,0.01,0.02,0.03,0.03,0.18,0.01,0.24,0.06,0.0,0.0,0.0,0.01,0.4,0.0,13
311728910,0.05,0.01,0.0,0.0,0.07,0.1,0.0,0.74,0.0,0.0,0.0,0.03,0.0,0.0,0.0,7
311736706,0.0,0.02,0.0,0.0,0.0,0.35,0.0,0.15,0.07,0.03,0.0,0.25,0.0,0.06,0.06,5
311739040,0.0,0.0,0.01,0.01,0.0,0.35,0.0,0.27,0.0,0.0,0.0,0.35,0.0,0.0,0.01,5
311777082,0.0,0.0,0.0,0.02,0.0,0.13,0.0,0.79,0.0,0.03,0.0,0.0,0.03,0.0,0.0,7
311781635,0.04,0.0,0.01,0.01,0.0,0.16,0.0,0.37,0.0,0.17,0.02,0.07,0.07,0.0,0.08,7
311794455,0.03,0.0,0.01,0.0,0.0,0.22,0.0,0.46,0.0,0.07,0.01,0.0,0.0,0.03,0.17,7
311811917,0.11,0.08,0.0,0.0,0.0,0.02,0.0,0.2,0.04,0.07,0.0,0.17,0.05,0.0,0.26,14
314379437,0.34,0.0,0.0,0.0,0.02,0.17,0.0,0.3,0.0,0.0,0.01,0.0,0.05,0.05,0.05,0
314379496,0.01,0.0,0.06,0.0,0.0,0.1,0.0,0.61,0.01,0.0,0.0,0.07,0.0,0.0,0.13,7
314393712,0.0,0.0,0.0,0.0,0.02,0.19,0.0,0.2,0.0,0.07,0.0,0.0,0.0,0.51,0.0,13
316000101,0.0,0.0,0.31,0.0,0.0,0.23,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.03,7
320017737,0.12,0.0,0.0,0.0,0.02,0.13,0.0,0.23,0.35,0.0,0.01,0.0,0.0,0.0,0.14,8
320033325,0.31,0.01,0.0,0.0,0.0,0.08,0.0,0.47,0.0,0.03,0.0,0.0,0.02,0.07,0.02,7
