,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,dominant_topic
520623165,0.04,0.04,0.01,0.0,0.0,0.05,0.47,0.2,0.0,0.04,0.0,0.07,0.02,0.04,0.01,6
520631265,0.07,0.0,0.0,0.0,0.0,0.11,0.0,0.33,0.36,0.0,0.0,0.01,0.0,0.08,0.03,8
520635090,0.62,0.0,0.0,0.0,0.04,0.08,0.0,0.15,0.0,0.03,0.01,0.06,0.01,0.0,0.0,0
520780207,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.32,0.16,0.0,0.0,0.03,0.0,0.0,0.08,7
520788947,0.04,0.0,0.0,0.0,0.02,0.4,0.0,0.08,0.02,0.0,0.4,0.01,0.0,0.03,0.0,5
520794300,0.19,0.0,0.0,0.0,0.0,0.14,0.0,0.13,0.0,0.02,0.07,0.0,0.06,0.38,0.0,13
520796820,0.01,0.0,0.03,0.0,0.0,0.25,0.0,0.34,0.13,0.0,0.13,0.02,0.0,0.0,0.09,7
520857690,0.09,0.01,0.12,0.0,0.0,0.08,0.0,0.51,0.03,0.0,0.0,0.04,0.0,0.12,0.0,7
520882226,0.04,0.14,0.0,0.0,0.0,0.3,0.0,0.17,0.0,0.05,0.02,0.06,0.03,0.18,0.0,5
520895622,0.0,0.0,0.0,0.0,0.07,0.1,0.02,0.01,0.17,0.0,0.23,0.04,0.0,0.1,0.25,14
520899384,0.22,0.0,0.0,0.0,0.0,0.17,0.0,0.36,0.0,0.08,0.09,0.0,0.0,0.02,0.06,7
520959336,0.01,0.0,0.0,0.01,0.01,0.47,0.0,0.12,0.16,0.03,0.01,0.04,0.0,0.11,0.02,5
520970963,0.09,0.0,0.0,0.0,0.0,0.16,0.0,0.55,0.02,0.04,0.05,0.03,0.0,0.06,0.0,7
520971440,0.01,0.0,0.0,0.0,0.0,0.14,0.0,0.59,0.0,0.01,0.09,0.02,0.0,0.14,0.0,7
520976257,0.0,0.0,0.0,0.02,0.0,0.15,0.04,0.13,0.0,0.0,0.04,0.0,0.06,0.16,0.4,14
521007373,0.43,0.0,0.0,0.0,0.01,0.09,0.0,0.37,0.0,0.0,0.0,0.01,0.0,0.09,0.0,0
521020149,0.1,0.0,0.0,0.0,0.0,0.22,0.09,0.22,0.03,0.05,0.13,0.0,0.0,0.14,0.02,5
521047790,0.47,0.0,0.0,0.0,0.0,0.04,0.01,0.23,0.0,0.0,0.0,0.01,0.2,0.04,0.0,0
521051044,0.02,0.0,0.01,0.0,0.0,0.3,0.0,0.25,0.35,0.02,0.0,0.0,0.01,0.03,0.01,8
521054102,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0
521081261,0.0,0.0,0.0,0.0,0.01,0.16,0.01,0.11,0.01,0.2,0.43,0.0,0.0,0.07,0.0,10
521081455,0.04,0.01,0.0,0.0,0.07,0.3,0.0,0.15,0.05,0.05,0.23,0.0,0.0,0.09,0.0,5
521095066,0.05,0.0,0.01,0.0,0.0,0.35,0.0,0.23,0.0,0.01,0.32,0.0,0.0,0.0,0.01,5
521100361,0.03,0.0,0.0,0.0,0.0,0.24,0.01,0.05,0.0,0.06,0.54,0.0,0.0,0.06,0.02,10
521105189,0.05,0.0,0.0,0.0,0.03,0.46,0.0,0.08,0.01,0.05,0.06,0.0,0.0,0.0,0.25,5
521110645,0.21,0.02,0.0,0.0,0.02,0.19,0.0,0.19,0.0,0.05,0.07,0.04,0.0,0.0,0.2,0
521118866,0.0,0.24,0.02,0.0,0.17,0.28,0.0,0.13,0.09,0.0,0.0,0.02,0.0,0.03,0.02,5
521122122,0.13,0.0,0.0,0.0,0.03,0.0,0.01,0.16,0.0,0.52,0.07,0.0,0.0,0.07,0.0,9
521127259,0.14,0.0,0.05,0.0,0.0,0.15,0.01,0.42,0.01,0.0,0.13,0.01,0.0,0.03,0.06,7
521132262,0.11,0.01,0.0,0.0,0.0,0.12,0.0,0.51,0.0,0.16,0.0,0.0,0.0,0.0,0.07,7
521135690,0.04,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.02,0.0,0.11,0.6,0.0,0.0,12
521167581,0.0,0.02,0.03,0.0,0.0,0.22,0.0,0.09,0.0,0.06,0.0,0.03,0.39,0.15,0.0,12
521177011,0.0,0.0,0.0,0.0,0.18,0.25,0.0,0.31,0.0,0.1,0.12,0.0,0.0,0.02,0.01,7
521183585,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.26,0.02,0.01,0.0,0.0,0.0,0.13,7
521213972,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.09,0.0,0.02,0.36,0.1,0.0,0.06,0.0,5
521224507,0.11,0.21,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.18,0.0,0.12,0.17,0.05,0.13,1
521224516,0.08,0.14,0.0,0.0,0.0,0.06,0.0,0.11,0.0,0.2,0.29,0.05,0.01,0.05,0.0,10
521231931,0.09,0.06,0.0,0.01,0.0,0.29,0.0,0.01,0.01,0.02,0.03,0.0,0.02,0.46,0.0,13
521233092,0.06,0.0,0.35,0.0,0.0,0.24,0.03,0.05,0.04,0.01,0.02,0.05,0.01,0.03,0.11,2
521238026,0.0,0.0,0.0,0.0,0.29,0.22,0.0,0.06,0.0,0.21,0.07,0.0,0.09,0.01,0.04,4
521249353,0.02,0.02,0.01,0.0,0.02,0.34,0.0,0.16,0.0,0.01,0.4,0.02,0.0,0.0,0.0,10
521256563,0.0,0.01,0.03,0.0,0.12,0.15,0.0,0.13,0.34,0.04,0.0,0.1,0.0,0.0,0.08,8
521257057,0.0,0.04,0.0,0.0,0.03,0.54,0.0,0.07,0.01,0.01,0.09,0.09,0.0,0.12,0.0,5
521265361,0.03,0.01,0.0,0.0,0.22,0.16,0.0,0.17,0.0,0.36,0.04,0.0,0.0,0.0,0.01,9
521283394,0.12,0.05,0.0,0.0,0.0,0.08,0.01,0.21,0.03,0.02,0.14,0.26,0.02,0.05,0.02,11
521285097,0.0,0.13,0.0,0.0,0.01,0.21,0.0,0.24,0.0,0.03,0.31,0.04,0.0,0.0,0.03,10
521289203,0.08,0.0,0.01,0.0,0.0,0.26,0.03,0.13,0.0,0.0,0.0,0.01,0.29,0.14,0.03,12
521299641,0.26,0.0,0.0,0.0,0.02,0.29,0.0,0.01,0.0,0.03,0.22,0.0,0.0,0.17,0.0,5
521306075,0.0,0.0,0.03,0.0,0.0,0.16,0.0,0.72,0.0,0.0,0.03,0.04,0.0,0.0,0.02,7
521309876,0.03,0.0,0.0,0.0,0.0,0.64,0.01,0.02,0.0,0.0,0.23,0.0,0.0,0.04,0.04,5
521322317,0.04,0.0,0.0,0.0,0.04,0.05,0.0,0.52,0.0,0.28,0.0,0.0,0.0,0.07,0.01,7
521331552,0.39,0.0,0.01,0.0,0.0,0.13,0.0,0.24,0.0,0.05,0.05,0.0,0.03,0.08,0.0,0
521336903,0.0,0.0,0.0,0.0,0.29,0.16,0.0,0.25,0.0,0.26,0.0,0.0,0.0,0.02,0.02,4
521342268,0.41,0.0,0.01,0.0,0.0,0.02,0.0,0.24,0.07,0.06,0.04,0.03,0.0,0.01,0.1,0
521351773,0.17,0.01,0.01,0.0,0.0,0.09,0.0,0.48,0.0,0.1,0.08,0.05,0.01,0.0,0.02,7
521367538,0.01,0.0,0.0,0.0,0.0,0.29,0.0,0.23,0.0,0.0,0.05,0.0,0.16,0.1,0.15,5
521375827,0.0,0.0,0.01,0.0,0.35,0.14,0.0,0.3,0.0,0.17,0.02,0.0,0.0,0.0,0.0,4
521379661,0.01,0.01,0.0,0.0,0.0,0.25,0.0,0.27,0.0,0.0,0.31,0.1,0.0,0.04,0.0,10
521381738,0.4,0.0,0.0,0.0,0.0,0.04,0.0,0.25,0.0,0.0,0.0,0.0,0.13,0.17,0.0,0
521384240,0.04,0.0,0.0,0.0,0.02,0.18,0.0,0.08,0.01,0.05,0.38,0.04,0.04,0.14,0.02,10
521388917,0.0,0.34,0.03,0.01,0.0,0.26,0.0,0.09,0.0,0.01,0.01,0.09,0.01,0.13,0.02,1
521429544,0.01,0.01,0.0,0.0,0.36,0.17,0.0,0.02,0.0,0.27,0.08,0.0,0.0,0.03,0.05,4
521434143,0.28,0.0,0.0,0.0,0.0,0.16,0.01,0.31,0.12,0.02,0.0,0.07,0.0,0.03,0.0,7
521438455,0.05,0.0,0.0,0.0,0.0,0.29,0.0,0.06,0.0,0.02,0.31,0.02,0.0,0.06,0.18,10
521440944,0.15,0.03,0.0,0.0,0.0,0.04,0.06,0.1,0.11,0.08,0.0,0.08,0.0,0.16,0.19,14
521446207,0.0,0.04,0.0,0.0,0.03,0.16,0.0,0.1,0.03,0.0,0.54,0.08,0.0,0.01,0.0,10
521454182,0.01,0.07,0.0,0.0,0.0,0.56,0.0,0.16,0.0,0.0,0.03,0.08,0.0,0.08,0.01,5
521455677,0.0,0.0,0.09,0.0,0.0,0.6,0.0,0.0,0.0,0.01,0.18,0.0,0.0,0.0,0.11,5
521465583,0.0,0.06,0.02,0.04,0.06,0.0,0.0,0.36,0.0,0.1,0.05,0.03,0.0,0.18,0.08,7
521485474,0.54,0.0,0.0,0.0,0.0,0.02,0.0,0.26,0.0,0.0,0.0,0.0,0.07,0.04,0.05,0
521485481,0.06,0.0,0.0,0.0,0.0,0.09,0.08,0.5,0.0,0.05,0.15,0.04,0.0,0.02,0.0,7
521500870,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.13,0.0,7
521516692,0.1,0.0,0.0,0.0,0.09,0.12,0.0,0.18,0.01,0.07,0.36,0.04,0.0,0.04,0.01,10
521526916,0.0,0.01,0.0,0.0,0.03,0.25,0.0,0.1,0.0,0.01,0.46,0.02,0.03,0.09,0.0,10
521549572,0.06,0.0,0.01,0.0,0.07,0.17,0.0,0.05,0.07,0.1,0.34,0.0,0.0,0.12,0.02,10
521555563,0.08,0.17,0.0,0.0,0.0,0.14,0.0,0.18,0.04,0.03,0.03,0.09,0.01,0.16,0.07,7
521557765,0.01,0.08,0.0,0.0,0.02,0.2,0.0,0.05,0.0,0.02,0.3,0.27,0.01,0.04,0.01,10
521573446,0.0,0.02,0.0,0.0,0.02,0.1,0.01,0.36,0.42,0.0,0.0,0.04,0.0,0.0,0.03,8
521576352,0.04,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.27,0.02,0.23,0.25,0.0,0.0,0.0,8
521578289,0.04,0.01,0.0,0.0,0.0,0.23,0.0,0.1,0.01,0.29,0.31,0.02,0.0,0.0,0.0,10
521584936,0.1,0.0,0.0,0.0,0.0,0.26,0.0,0.06,0.11,0.01,0.01,0.01,0.26,0.19,0.0,5
521584951,0.02,0.0,0.0,0.0,0.0,0.16,0.0,0.27,0.0,0.14,0.27,0.02,0.0,0.13,0.01,7
521589700,0.16,0.29,0.01,0.01,0.0,0.12,0.02,0.27,0.0,0.0,0.04,0.0,0.0,0.1,0.0,1
521591162,0.19,0.0,0.02,0.0,0.0,0.19,0.0,0.09,0.0,0.36,0.04,0.0,0.0,0.0,0.1,9
521591381,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.23,0.0,0.19,0.02,0.0,0.0,0.0,0.25,5
521591461,0.55,0.01,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0
521614576,0.03,0.0,0.0,0.0,0.01,0.24,0.0,0.28,0.07,0.01,0.06,0.07,0.01,0.07,0.16,7
521617061,0.0,0.0,0.0,0.0,0.02,0.51,0.0,0.16,0.0,0.0,0.3,0.0,0.01,0.0,0.0,5
521624852,0.05,0.01,0.0,0.0,0.0,0.23,0.0,0.04,0.01,0.0,0.55,0.0,0.0,0.1,0.0,10
521627574,0.1,0.06,0.0,0.0,0.02,0.19,0.0,0.07,0.0,0.28,0.13,0.0,0.0,0.0,0.15,9
521629060,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.4,0.0,0.19,0.01,0.0,0.01,0.05,0.0,7
521633220,0.01,0.1,0.0,0.0,0.0,0.27,0.0,0.06,0.0,0.01,0.25,0.18,0.0,0.11,0.01,5
521633883,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.0,0.42,0.01,0.01,0.09,0.03,10
521638207,0.11,0.0,0.0,0.0,0.08,0.17,0.0,0.47,0.0,0.1,0.0,0.0,0.0,0.0,0.07,7
521644869,0.11,0.4,0.0,0.0,0.0,0.22,0.01,0.09,0.0,0.01,0.0,0.0,0.07,0.09,0.0,1
521648941,0.16,0.01,0.0,0.0,0.07,0.09,0.0,0.23,0.0,0.14,0.0,0.0,0.23,0.07,0.0,7
521648942,0.02,0.04,0.0,0.0,0.01,0.33,0.0,0.16,0.08,0.01,0.32,0.02,0.02,0.0,0.0,5
521655740,0.21,0.0,0.0,0.0,0.0,0.25,0.0,0.24,0.17,0.0,0.0,0.0,0.0,0.13,0.0,5
521660746,0.0,0.12,0.0,0.0,0.0,0.39,0.0,0.09,0.0,0.0,0.13,0.11,0.01,0.14,0.02,5
521662800,0.03,0.06,0.0,0.0,0.0,0.41,0.0,0.18,0.0,0.02,0.24,0.01,0.0,0.05,0.0,5
521666511,0.0,0.16,0.02,0.0,0.0,0.25,0.01,0.04,0.01,0.0,0.06,0.26,0.02,0.08,0.09,11
521694732,0.04,0.0,0.01,0.0,0.25,0.27,0.0,0.0,0.0,0.28,0.15,0.0,0.0,0.0,0.0,9
521701612,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.26,0.35,0.0,0.0,0.0,0.05,0.0,0.12,8
521703065,0.0,0.0,0.0,0.0,0.08,0.33,0.0,0.02,0.0,0.0,0.46,0.0,0.0,0.11,0.0,10
521704978,0.0,0.0,0.0,0.0,0.34,0.0,0.01,0.17,0.0,0.39,0.0,0.06,0.0,0.0,0.03,9
521706646,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.17,0.0,0.22,0.28,0.01,0.0,0.13,0.01,10
521714027,0.02,0.0,0.0,0.0,0.22,0.02,0.0,0.24,0.0,0.44,0.0,0.03,0.0,0.0,0.02,9
521730021,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.22,0.17,0.0,0.03,0.02,0.0,0.15,0.17,5
521739443,0.0,0.0,0.01,0.0,0.06,0.15,0.0,0.23,0.0,0.02,0.41,0.02,0.0,0.08,0.01,10
521742079,0.0,0.0,0.0,0.0,0.0,0.26,0.33,0.0,0.0,0.08,0.26,0.07,0.0,0.0,0.0,6
521744337,0.06,0.01,0.03,0.0,0.05,0.15,0.01,0.12,0.01,0.0,0.49,0.01,0.0,0.05,0.0,10
521749047,0.0,0.0,0.02,0.01,0.16,0.14,0.0,0.5,0.01,0.11,0.04,0.01,0.0,0.0,0.01,7
521750246,0.1,0.0,0.0,0.0,0.04,0.07,0.0,0.06,0.0,0.0,0.57,0.03,0.0,0.13,0.0,10
521759077,0.01,0.02,0.0,0.0,0.01,0.0,0.18,0.59,0.08,0.04,0.03,0.04,0.0,0.0,0.0,7
521759564,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.18,0.1,0.0,0.17,0.0,0.0,0.16,0.01,5
521762747,0.06,0.0,0.0,0.0,0.27,0.25,0.0,0.13,0.0,0.24,0.04,0.01,0.0,0.0,0.0,4
521779606,0.0,0.01,0.0,0.13,0.02,0.35,0.0,0.08,0.0,0.0,0.0,0.0,0.09,0.07,0.25,5
521783323,0.0,0.05,0.0,0.0,0.0,0.14,0.0,0.53,0.0,0.22,0.0,0.0,0.0,0.0,0.06,7
521786332,0.01,0.29,0.01,0.01,0.0,0.34,0.0,0.11,0.01,0.02,0.0,0.14,0.0,0.06,0.01,5
521792608,0.0,0.0,0.05,0.0,0.0,0.56,0.0,0.26,0.04,0.0,0.04,0.0,0.0,0.0,0.05,5
521806933,0.02,0.0,0.15,0.0,0.05,0.22,0.0,0.08,0.04,0.01,0.0,0.06,0.0,0.0,0.36,14
521814344,0.0,0.06,0.02,0.0,0.05,0.55,0.0,0.21,0.0,0.0,0.07,0.01,0.01,0.0,0.02,5
521814447,0.02,0.0,0.0,0.0,0.03,0.39,0.01,0.09,0.19,0.01,0.05,0.07,0.02,0.0,0.13,5
521825483,0.23,0.0,0.0,0.0,0.13,0.0,0.0,0.15,0.0,0.13,0.06,0.0,0.0,0.0,0.29,14
521833599,0.1,0.02,0.04,0.0,0.05,0.35,0.0,0.07,0.0,0.03,0.24,0.07,0.0,0.01,0.0,5
521835698,0.07,0.04,0.0,0.0,0.0,0.13,0.01,0.14,0.02,0.03,0.31,0.01,0.0,0.15,0.07,10
521857757,0.0,0.01,0.45,0.0,0.0,0.22,0.0,0.19,0.01,0.0,0.0,0.1,0.01,0.0,0.01,2
521930174,0.0,0.0,0.01,0.0,0.0,0.31,0.0,0.11,0.05,0.01,0.28,0.01,0.0,0.1,0.11,5
521930922,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.15,0.0,0.02,0.26,0.0,0.0,0.0,0.0,5
521935342,0.0,0.2,0.0,0.0,0.04,0.5,0.0,0.15,0.0,0.01,0.05,0.02,0.0,0.03,0.0,5
521938443,0.05,0.0,0.0,0.0,0.0,0.04,0.0,0.15,0.59,0.0,0.09,0.0,0.0,0.09,0.0,8
521969967,0.0,0.0,0.0,0.0,0.27,0.03,0.0,0.04,0.03,0.12,0.27,0.0,0.0,0.18,0.06,4
521970904,0.0,0.0,0.06,0.0,0.0,0.44,0.0,0.1,0.0,0.0,0.12,0.0,0.0,0.0,0.27,5
521974611,0.0,0.0,0.0,0.0,0.09,0.17,0.0,0.08,0.13,0.18,0.29,0.0,0.0,0.06,0.0,10
521975211,0.05,0.01,0.0,0.0,0.09,0.13,0.05,0.14,0.0,0.03,0.42,0.05,0.01,0.0,0.02,10
521996467,0.02,0.0,0.19,0.0,0.0,0.41,0.0,0.01,0.0,0.01,0.22,0.0,0.0,0.09,0.05,5
522007028,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.13,0.56,0.0,0.06,0.03,0.0,0.06,0.0,8
522028612,0.0,0.0,0.0,0.0,0.03,0.3,0.0,0.14,0.07,0.0,0.21,0.0,0.0,0.25,0.01,5
522031814,0.06,0.0,0.0,0.0,0.25,0.08,0.0,0.2,0.0,0.29,0.01,0.0,0.0,0.11,0.0,9
522033353,0.02,0.0,0.0,0.01,0.01,0.37,0.0,0.1,0.26,0.0,0.14,0.0,0.0,0.05,0.03,5
522057636,0.09,0.0,0.0,0.0,0.1,0.26,0.0,0.45,0.02,0.01,0.0,0.0,0.01,0.05,0.0,7
522100597,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.07,0.09,0.0,0.4,0.03,0.0,0.06,0.05,10
522112460,0.0,0.14,0.0,0.0,0.0,0.26,0.0,0.09,0.0,0.37,0.05,0.05,0.0,0.05,0.0,9
522122720,0.0,0.01,0.0,0.0,0.4,0.28,0.0,0.09,0.0,0.21,0.01,0.0,0.0,0.0,0.0,4
522151557,0.02,0.0,0.0,0.0,0.0,0.68,0.0,0.02,0.02,0.01,0.18,0.0,0.0,0.08,0.0,5
522151919,0.01,0.07,0.0,0.0,0.0,0.07,0.0,0.51,0.0,0.0,0.02,0.01,0.31,0.0,0.0,7
522199581,0.02,0.0,0.0,0.0,0.0,0.58,0.0,0.02,0.01,0.01,0.3,0.02,0.0,0.04,0.0,5
522211305,0.02,0.38,0.0,0.01,0.08,0.19,0.0,0.06,0.04,0.0,0.03,0.14,0.01,0.0,0.03,1
522225921,0.02,0.03,0.0,0.0,0.04,0.27,0.0,0.14,0.0,0.0,0.42,0.0,0.0,0.04,0.03,10
522234595,0.16,0.0,0.0,0.0,0.03,0.08,0.01,0.12,0.24,0.1,0.11,0.0,0.0,0.14,0.01,8
522241212,0.08,0.01,0.0,0.0,0.0,0.3,0.0,0.14,0.03,0.0,0.21,0.12,0.0,0.11,0.0,5
522272092,0.05,0.0,0.0,0.0,0.01,0.54,0.0,0.06,0.16,0.0,0.04,0.02,0.0,0.0,0.13,5
522275294,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.28,0.0,0.15,0.0,0.03,0.0,0.14,0.0,4
522279100,0.0,0.0,0.0,0.0,0.01,0.2,0.71,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,6
522310500,0.03,0.02,0.02,0.0,0.0,0.11,0.0,0.21,0.25,0.0,0.07,0.01,0.02,0.04,0.21,8
522347446,0.33,0.0,0.0,0.0,0.01,0.38,0.0,0.09,0.0,0.08,0.0,0.0,0.0,0.0,0.11,5
522351337,0.01,0.02,0.0,0.0,0.05,0.51,0.0,0.06,0.04,0.03,0.18,0.03,0.0,0.07,0.0,5
522396428,0.0,0.0,0.01,0.0,0.33,0.25,0.0,0.15,0.0,0.22,0.01,0.0,0.0,0.01,0.02,4
526001558,0.07,0.0,0.0,0.0,0.0,0.05,0.49,0.08,0.0,0.03,0.0,0.08,0.03,0.06,0.1,6
526012589,0.03,0.0,0.0,0.02,0.01,0.05,0.0,0.24,0.38,0.0,0.1,0.05,0.01,0.11,0.0,8
526037388,0.0,0.0,0.0,0.0,0.04,0.15,0.0,0.19,0.08,0.03,0.37,0.03,0.0,0.05,0.06,10
526057064,0.0,0.35,0.15,0.0,0.11,0.18,0.0,0.03,0.0,0.02,0.02,0.1,0.0,0.0,0.05,1
526064548,0.01,0.0,0.01,0.0,0.0,0.12,0.0,0.12,0.57,0.03,0.0,0.0,0.0,0.01,0.13,8
526065757,0.0,0.19,0.0,0.0,0.02,0.24,0.0,0.11,0.04,0.01,0.15,0.16,0.02,0.02,0.04,5
526073157,0.01,0.0,0.21,0.0,0.01,0.33,0.01,0.34,0.05,0.0,0.01,0.01,0.0,0.0,0.03,7
530167933,0.0,0.23,0.01,0.0,0.0,0.34,0.0,0.1,0.0,0.01,0.15,0.12,0.0,0.03,0.01,5
530183181,0.0,0.37,0.01,0.0,0.02,0.13,0.01,0.12,0.0,0.02,0.21,0.1,0.0,0.01,0.0,1
530196552,0.06,0.02,0.0,0.0,0.0,0.07,0.01,0.64,0.0,0.0,0.02,0.0,0.07,0.1,0.0,7
530196568,0.0,0.01,0.01,0.0,0.27,0.39,0.0,0.09,0.02,0.01,0.16,0.0,0.0,0.02,0.03,5
530196605,0.06,0.01,0.0,0.0,0.01,0.21,0.0,0.33,0.0,0.19,0.04,0.07,0.02,0.05,0.0,7
530204610,0.0,0.06,0.0,0.01,0.0,0.21,0.0,0.57,0.09,0.0,0.0,0.0,0.0,0.0,0.04,7
530204618,0.29,0.1,0.0,0.02,0.0,0.0,0.04,0.36,0.0,0.11,0.01,0.0,0.0,0.07,0.0,7
530205921,0.03,0.0,0.0,0.0,0.01,0.2,0.0,0.51,0.08,0.0,0.0,0.05,0.0,0.03,0.09,7
530210807,0.0,0.15,0.07,0.0,0.01,0.4,0.0,0.19,0.0,0.0,0.17,0.0,0.0,0.0,0.0,5
530214281,0.02,0.0,0.0,0.1,0.0,0.14,0.0,0.51,0.03,0.07,0.08,0.0,0.0,0.01,0.04,7
530218650,0.63,0.01,0.0,0.01,0.01,0.0,0.0,0.09,0.0,0.0,0.0,0.06,0.12,0.0,0.08,0
530219724,0.0,0.01,0.04,0.0,0.0,0.26,0.43,0.14,0.0,0.03,0.0,0.02,0.0,0.03,0.04,6
530220900,0.0,0.02,0.0,0.0,0.05,0.57,0.0,0.03,0.0,0.0,0.2,0.1,0.0,0.02,0.0,5
530225165,0.0,0.13,0.1,0.0,0.0,0.13,0.0,0.27,0.0,0.0,0.25,0.1,0.0,0.02,0.0,7
530234290,0.18,0.01,0.0,0.0,0.0,0.04,0.0,0.07,0.27,0.02,0.0,0.02,0.09,0.26,0.05,8
530242652,0.0,0.33,0.06,0.0,0.04,0.28,0.0,0.0,0.0,0.04,0.03,0.2,0.01,0.0,0.0,1
530246894,0.01,0.0,0.43,0.01,0.0,0.22,0.0,0.14,0.03,0.0,0.13,0.0,0.0,0.0,0.04,2
540568800,0.0,0.12,0.15,0.0,0.0,0.25,0.0,0.2,0.0,0.0,0.15,0.0,0.0,0.12,0.0,5
540603502,0.06,0.0,0.0,0.0,0.0,0.04,0.43,0.3,0.0,0.05,0.06,0.01,0.01,0.0,0.04,6
540618244,0.0,0.03,0.0,0.0,0.0,0.09,0.37,0.2,0.0,0.09,0.03,0.02,0.08,0.0,0.08,6
540718860,0.0,0.04,0.0,0.0,0.0,0.1,0.0,0.05,0.11,0.04,0.04,0.01,0.02,0.36,0.23,13
540761510,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.24,7
540796610,0.09,0.02,0.0,0.0,0.0,0.05,0.5,0.19,0.0,0.06,0.01,0.02,0.01,0.04,0.02,6
540846925,0.01,0.3,0.0,0.0,0.14,0.0,0.02,0.32,0.01,0.0,0.14,0.01,0.0,0.0,0.04,7
540897679,0.16,0.0,0.0,0.0,0.0,0.21,0.01,0.41,0.0,0.0,0.04,0.0,0.1,0.04,0.03,7
540899463,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.12,0.02,0.04,0.0,0.02,0.08,0.02,0
540907624,0.08,0.0,0.0,0.02,0.0,0.22,0.0,0.1,0.0,0.0,0.0,0.12,0.0,0.45,0.0,13
541013637,0.0,0.0,0.01,0.0,0.0,0.29,0.0,0.27,0.07,0.05,0.1,0.01,0.08,0.0,0.12,5
541087829,0.54,0.0,0.0,0.0,0.0,0.09,0.0,0.17,0.0,0.0,0.04,0.0,0.0,0.15,0.0,0
541254491,0.0,0.07,0.0,0.0,0.02,0.42,0.0,0.13,0.02,0.0,0.12,0.04,0.02,0.14,0.02,5
541273467,0.05,0.08,0.19,0.0,0.0,0.22,0.0,0.08,0.09,0.0,0.0,0.06,0.03,0.0,0.21,5
541285793,0.04,0.03,0.03,0.0,0.0,0.23,0.0,0.06,0.0,0.0,0.02,0.09,0.38,0.12,0.02,12
541295407,0.0,0.0,0.02,0.0,0.0,0.31,0.01,0.12,0.37,0.0,0.0,0.0,0.0,0.02,0.15,8
541305517,0.21,0.03,0.01,0.0,0.0,0.14,0.0,0.46,0.0,0.05,0.03,0.02,0.05,0.0,0.0,7
541379174,0.05,0.0,0.0,0.0,0.19,0.16,0.0,0.14,0.0,0.23,0.18,0.0,0.0,0.02,0.03,9
541382657,0.03,0.08,0.0,0.0,0.0,0.17,0.0,0.2,0.0,0.27,0.0,0.06,0.09,0.1,0.0,9
541422298,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.29,0.0,0.0,0.02,0.0,0.43,0.09,0.0,12
541426643,0.0,0.23,0.06,0.0,0.02,0.23,0.0,0.16,0.02,0.0,0.16,0.01,0.01,0.0,0.1,1
541477799,0.57,0.0,0.0,0.0,0.0,0.05,0.01,0.11,0.04,0.04,0.01,0.0,0.0,0.06,0.1,0
541504679,0.0,0.0,0.12,0.0,0.03,0.29,0.0,0.53,0.0,0.01,0.0,0.0,0.0,0.0,0.02,7
541512177,0.01,0.01,0.04,0.0,0.04,0.52,0.01,0.06,0.0,0.01,0.26,0.02,0.0,0.01,0.0,5
541516266,0.66,0.0,0.02,0.0,0.0,0.04,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.16,0.02,0
541547367,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0
541589809,0.18,0.01,0.02,0.01,0.03,0.07,0.0,0.04,0.08,0.09,0.01,0.01,0.01,0.0,0.44,14
541591635,0.1,0.0,0.0,0.0,0.02,0.13,0.0,0.19,0.0,0.01,0.0,0.0,0.38,0.17,0.0,12
